,word,Unnamed: 2,domains,english,spanish,french,indonesian
1538,σκύβαλον,RE,artifacts,rubbish / litter / trash,basura,excréments / ordures,
1539,Σκύθης,PN,group,Scythian,Escita / inculto,Scythe,
1540,σκωληκόβρωτος,FA,"insects, spiders, and worms; health",eaten by worms,comido por gusanos,rongé par les vers,
1541,σκώληξ,FA,"insects, spiders, and worms",maggot / worm,gusano / larva,ver,
1542,σμύρνα,FL,perfumes and spices,myrrh,mirra,myrrhe,
1543,Σμύρνα,PN,settlement,Smyrna,Esmirna,Smyrne,
1544,Σολομών,PN,person,Solomon,Salomón,Salomon,
1545,σορός,RE,artifacts /  life and death,bier,féretro / ataúd,une urne sur laquelle un cadavre est porté / bière / cercueil,
1546,σουδάριον,RE,artifacts /  cloth,towel / napkin / handkerchief / face cloth,pañuelo / sudario,mouchoir,
1547,Σουσάννα,PN,person,Susanna,Susana,Suzanne,
1548,Σόδομα,PN,settlement,Sodom,Sodoma,Sodome,
1549,Σπανία,PN,area,Spain,España,Espagne,
1550,σπενδω,RI,sacrifices and offerings,be poured out,derramar,verser,dicurahkan
1551,σπέρμα,FL,agriculture,seed,semilla / simiente / descendencia,graine / semence,
1552,σπλαγχνίζομαι,AT,attitudes and emotions /  compassion,feel sympathy / feel compassion,conmoverse desde las entrañas,être animé de pitié ou de compassion / avoir pitié ou compassion,
1553,σπλάγχνον,AT,attitudes and emotions /  compassion,affection,entrañas,ses sentiments ou son être les plus profonds / coeur / affection / amour,
1554,σπουδή-1,AT,attitudes and emotions,haste,prontitud,sérieux / diligence / ardeur / zèle / effort,
1555,σπουδή-2,AT,attitudes and emotions,eagerness / devotion,empeño,sérieux / diligence / ardeur / zèle / effort,
1556,σπόγγος,RE,artifacts /  containers,sponge,esponja,éponge,
1557,σπόρος,FL,agriculture,seed,semilla / recursos para la siembra,graine / semence,
1558,σπυρίς,RE,artifacts /  containers,large basket,canasta,panier,
1559,στατήρ,RE,artifacts /  money,stater / coin,estater,statère / quatre drachmes,
1560,σταυρός,RE,"repay, reward, punish",cross,cruz,croix,
1561,σταυρόω,RE,"repay, reward, punish",crucify,crucificar,crucifier,
1562,σταφυλή,FL,fruits,grape / bunch of grapes,uvas,raisin / grappe,
1563,στάδιον,RE,constructions,arena / stadium,estadio,arène,
1564,στάμνος,RE,artifacts /  containers,jar,jarra,jarre,
1565,στάχυς,FL,agriculture /  food,ear of wheat / head of wheat,espiga,épi,
1566,Στάχυς,PN,person,Stachys,Estaquis,Stachys,
1567,Στεφανᾶς,PN,person,Stephanas,Estéfanas,Stéphanas,Stefanus
1568,στέγη,RE,constructions /  buildings,roof,techo,toit,
1569,στέμμα,RE,artifacts,garland / wreath,guirnalda,couronne / guirlande,
1570,στέφανος,RE,"artifacts; honor, respect, status",wreath / crown,corona,diadème / couronne / prix / récompense / don / raison de fierté ou de vantardise,
1571,Στέφανος,PN,person,Stephen,Esteban,Etienne,
1572,στιβάς,FL,grasses,field grasses,rama,branche feuillue,
1573,στίγμα,AT,authority /  symbols,mark / scar,marca,marque,
1574,στοά,RE,constructions,porch / portico,pórtico,porche / portique,
1575,στοιχεῖα,MI,morals and ethics /  nature,fundamental principles / elementary principles / fundamentals / elements,elemento / fundamento,éléments,roh-roh dunia / asas-asas pokok / unsur-unsur
1576,Στοϊκός,PN,group,Stoic,Estoico,stoïcien,
1577,στολή,RE,artifacts /  clothing,long robe,ropa larga,robe / longue robe / pl. vêtements,
1578,στρουθίον,FA,birds,sparrow,gorrioncito,moineau,
1579,στῦλος,RE,constructions,pillar / column,columna,pilier / colonne,sokoguru / tiang utama / tiang penopang
1580,συγκοινωνέω,AT,fellowship /  association,participate / become partner with someone,compartir,prendre part à / aider,
1581,συγκοινωνός,BE,people /  association /  fellowship,partaker / partner,copartícipe,qui partage / participant,
1582,συζάω,AT,association,live with / live together,vivir con,vivre avec ou ensemble,
1583,συκάμινος,FL,trees /  fruits,mulberry tree,moral,mûrier,
1584,συκῆ,FL,trees /  fruits,fig tree,higuera,figuier,pohon ara
1585,συκομορέα,FL,trees,sycamore-fig tree,sicómoro / higuera,sycomore,
1586,Συμεών-1,PN,person,Simeon / Simon,Simón,Syméon,
1587,Συμεών-2,PN,person,Simeon,Simeón,Siméon,
1588,Συμεών-3,PN,person,Simeon,Simeón,Syméon,
1589,Συμεών-4,PN,person,Simeon,Simón,Syméon,
1590,Συμεών-5,PN,person,Simeon / Simon,Simeón,Syméon,
1591,συμπαθέω,AT,attitudes and emotions /  compassion,have sympathy for,simpatizar,ressentir de la compassion pour,
1592,συμπαθής,AT,attitudes and emotions /  compassion,sympathetic,compasivo,partageant le même sentiment,
1593,συναγωγή,RE,constructions /  buildings /  religious activities,synagogue or Christian assembly place,sinagoga,synagogue / lieu juif de culte,
1594,συναλλάσσω,AT,"atone, forgive",reconcile,reconciliar,réconcilier,
1595,συνδοξαζομαι,AT,"honor, respect, status",be honored together with,ser glorificado con,partager la gloire d’un autre,dipermuliakan
1596,συνεγείρω,AT,life and death,raise / be raised,,ressusciter,membangkitkan / dibangkitkan
1597,συνείδησις,MI,attitudes and emotions /  psychological faculties /  intellect,conscience,conciencia,conscience / connaissance,
1598,συνεργος,BE,people /  association,co-worker,compañero de trabajo,collaborer / aider,teman sekerja / rekan
1599,"συντελεία αἰῶνός, συντελεία τοῦ αἰῶνος",AT,time /  universe,end of the world,fin de siglo,fin de l'âge,
1600,Συντύχη,PN,person,Syntyche,Síntique,Syntyche,
1601,Συράκουσαι,PN,settlement,Syracuse,Siracusa,Syracuse,
1602,Συρία,PN,area,Syria,Siria,Syrie,
1603,Συροφοινίκισσα,PN,group,Syrophoenician,Sirofenicia,syro-phénicienne / née en Phénicie de Syrie,
1604,συσταυροω,RE,"repay, reward, punish",crucify along with someone else,crucificar con / junto a,crucifier,menyalibkan bersama-sama dengan
1605,Συχάρ,PN,settlement,Sychar,Sicar,Sychar,
1606,Συχέμ,PN,settlement,Shechem,Siquem,Sichem,
1607,σύζυγος,BE,people /  association /  authority,yoke-fellow / fellow worker,compañero de yugo,collègue / associé ou peut-être un nom propre,
1608,σύμψυχος,AT,attitudes and emotions /  association,joined in soul,unidos en un solo ser,uni dans l'Esprit / comme un,
1609,σύνδουλος,BE,people /  authority /  serve,fellow-slave,co-esclavo,compagnon d'esclavage ou de service,
1610,Σύρος,PN,group,Syrian,Sirio,Syrien,
1611,Σύρτις,PN,nature,Syrtis,Sirte,côtes de Syrte,
1612,σύσσωμος,BE,people /  association,co-member,co-miembro del cuerpo,membre d'un même corps,
1613,σῦκον,FL,fruits,fig,higo,figue,buah ara
1614,σφραγίζω,RE,artifacts /  security,to seal / put a seal on / make secure,sellar,sceller / certifier d'un sceau / marquer avec un sceau / mettre à part par un sceau / assurer / reconnaître / s'avérer,
1615,σφραγίς-1,RE,artifacts /  authority /  symbols,seal / signet,sello,sceau,
1616,σφραγίς-2,RE,artifacts /  authority /  symbols,seal,sello,sceau,
1617,σφραγίς-3,RE,artifacts /  authority /  communication /  symbols,mark / seal,sello,sceau / marque / cachet,
1618,σφραγίς-4,RE,artifacts /  communication /  symbols,mark / inscription,sello,sceau / marque / cachet,
1619,σφραγίς-5,AT,authority /  communication /  symbols,certification / validation / proof / evidence of genuineness,sello,preuve / sceau,
1620,σχοινίον,RE,artifacts,cord / rope,cuerda,corde,
1621,σχολή,RE,constructions /  buildings,lecture hall / school,escuela,hall de lecture / école,
1622,σωματικός,AT,body,in body / bodily,corporal,physiquement / corporellement,
1623,σωματικῶς,AT,nature,in reality / really,,en réalité / en fait,secara jasmaniah
1624,Σωσθένης-1,PN,person,Sosthenes,Sóstenes,Sosthène,
1625,Σωσθένης-2,PN,person,Sosthenes,Sóstenes,Sosthène,
1626,Σωσίπατρος,PN,person,Sosipater,Sosípatro,Sosipatros,
1627,σωτηρία,MI,"help, protect, save; well-being; security",salvation,salvación,salut / delivrance / préservation / libération,
1628,σωτήρ,MI,"people; help, protect, save; well-being; security",savior,Salvador,Sauveur / Rédempteur / Libérateur,
1629,σωτήριον,MI,"help, protect, save; well-being",salvation,salvación,salut / pouvoir salutaire,
1630,σωτήριος,MI,"help, protect, save; well-being",saving,salvadora,salutaire,
1631,Σώπατρος,PN,person,Sopater,Sópatro,Sopatros,
1632,σῶμα,MI,body,body,cuerpo,corps / corps vivant / corps physique,tubuh / badan / mayat / jenazah
1633,σῴζω,MI,"help, protect, save; well-being; security",save / heal,salvar / rescatar / libertar / curar / sanar,sauver / guerir,menyelamatkan
1634,ταβέρνη,RE,constructions /  buildings,inn,taberna,taverne / auberge,
1635,Ταβιθά,PN,person,Tabitha,Tabitá,Tabitha,
1636,ταμεῖον-1,RE,constructions,inner room,habitación interior o privada,pièce privée ou intérieure,kamar
1637,ταμεῖον-2,RE,constructions,storeroom / treasure room,almacén,cellier,lumbung / gudang
1638,Ταρσεύς,PN,group,Tarsus,Tarsense / de Tarso,Tarse,
1639,Ταρσός,PN,settlement,Tarsus,Tarso,Tarse,
1640,ταρταρόω,MI,"repay, reward, punish",to hold in Tartarus / to cast into hell,arrojar al Tártaro,mis en enfer,
1641,ταῦρος,FA,mammals /  domestic animals,bull,toro,taureau,lembu jantan / sapi jantan
1642,τὰ περίεργα,RI,magic,magic / witchcraft,las artes mágicas,magique / sorcellerie,
1643,τάλαντον,RE,artifacts /  money,talent,talento,talent,
1644,τάφος,RE,constructions,grave / tomb,sepulcro,tombe / tombeau,
1645,τεῖχος,RE,constructions,city wall,muralla,mur,tembok kota
1646,τελώνης,MI,tax /  people,tax-collector,recaudador de impuestos,collecteur d'impôt / collecteur de revenu,
1647,τελώνιον,MI,tax,tax office,oficina de impuestos,bureau de perception / octroi,
1648,τέλος,MI,tax,tax / revenue,tributo / impuesto,fin / arrêt / conclusion / résultats / but / aspiration / accomplissement / taxe / revenu,
1649,τέρας,MI,signs and wonders,portent / wonder,maravilla,une merveille / objet de merveille / présage / qqch indiquant un prochain événement,
1650,Τέρτιος,PN,person,Tertius,Tercio,Tertius,
1651,Τέρτυλλος,PN,person,Tertullus,Tértulo,Tertullus,
1652,Τιβεριάς-1,PN,settlement,Tiberias,Tiberias,Tibériade,
1653,Τιβεριάς-2,PN,nature,Tiberias,Tiberias,Tibériade,
1654,Τιβέριος,PN,person,Tiberius,Tiberio,Tibère,
1655,Τιμαῖος,PN,person,Timaeus,Timeo,Timée,Timeus
1656,Τιμόθεος,PN,person,Timothy,Timoteo,Timothée,
1657,Τίμων,PN,person,Timon,Timón,Timon,
1658,Τίτιος,PN,person,Titus,Ticio,Titius,
1659,Τίτος,PN,person,Titus,Tito,Tite,
1660,τὸ βδέλυγμα τῆς ἐρημώσεως,AT,"morals and ethics; clean, pure, holy",abomination of desolation,lo detestable de la devastación,Abominable Dévastateur,
1661,τὸ ὄνομα,MI,person,name / person / people / category of / being of the type that...,llamado / de nombre,nom / personne / categorie,nama
1662,τόξον,RE,artifacts /  weapons,bow,arco,arc,
1663,Τραχωνῖτις,PN,area,Trachonitis,Traconítide,Trachonitide,Trakhonitis
1664,τράγος,FA,mammals /  domestic animals,he-goat,cabra / chivo,bouc,
1665,τρῆμα,RE,artifacts,hole,orificio,chas,lobang / mata jarum
1666,τρίβολος,FL,weeds and thorns,thorn plant / thistle / brier,cardo / espino / abrojo,chardon / épine,
1667,τρίστεγον,RE,constructions,second story / third story,tercer piso,troisième étage,
1668,τρόπος,AT,behavior,way of life,manera / estilo de vida,manière / façon / la vie / façon de vivre,
1669,Τρόφιμος,PN,person,Trophimus,Trófimo,Trophime,
1670,τρυγών,FA,birds,turtle dove,tórtola,tourterelle,
1671,τρυμαλιά,RE,artifacts,hole,ojo,trou,
1672,Τρυφῶσα,PN,person,Tryphosa,Trifosa,Tryphose,Trifosa
1673,τρύβλιον,RE,artifacts /  containers /  food,bowl / dish,plato,plat / bol,
1674,τρύπημα,RE,artifacts,hole,ojo,trou,
1675,Τρύφαινα,PN,person,Tryphena,Trifena,Tryphène,
1676,Τρῳάς,PN,settlement /  area,Troas,Tróade,Troas,
1677,τύπος,RE,artifacts,likeness / image,semejanza / imagen,image,
1678,Τύραννος,PN,person,Tyrannus,Tirano,Tyrannos,
1679,Τύριος,PN,group,Tyrian / person from Tyre,de Tiro,de Tyr,
1680,Τύρος,PN,settlement,Tyre,Tiro,Tyr,
1681,Τύχικος,PN,person,Tychicus,Tíquico,Tychique,
1682,ὑάλινος,RE,artifacts,of glass / glassy,de vidrio,de verre / clair comme le verre,
1683,ὑδρία,RE,artifacts /  containers /  food,pitcher / water jar,tinaja / cántaro,jarre d'eau,
1684,υἱὸς τοῦ ἀνθρώπου,BE,supernatural beings and powers /  titles,Son of Man,Hijo del hombre,Fils de l'homme,
1685,Ὑμέναιος,PN,person,Hymenaeus,Himeneo,Hyménée,
1686,ὑπερῷον,RE,constructions,upstairs room,habitación superior / piso alto / aposento alto,chambre haute,ruang atas
1687,ὑπηρετέω,AT,authority,serve,servir,servir / rendre service / subvenir à / veiller sur,
1688,ὑπηρέτης,BE,people /  serve /  authority,official / servant / attendant,ayudante / servidor,préposé / aide / assistant / serviteur,
1689,ὑποζύγιον,FA,mammals /  domestic animals,pack animal / beast of burden / riding animal,animal o bestia de carga,ânesse,
1690,ὑποκριτής,BE,people /  behavior /  truth,hypocrite,hipócrita,hypocrite / qui prétend être autre chose que ce qu'il est,
1691,ὑποκρίνομαι,AT,truth,pretend,fingir,pretendre,
1692,ὑπολήνιον,RE,constructions /  food,wine trough,lagar,cuve du pressoir,
1693,ὑποπόδιον,RE,artifacts /  furnishings,footstool,banquillo / escabel,marchepied,
1694,ὑποστασις,AT,truth,confidence / assurance / trust,esencia / fundamento,confiance / assurance / conviction,keyakinan / percaya sekali
1695,ὑπόδημα,RE,artifacts /  clothing,sandal / shoe,sandalia,sandale / chaussure,
1696,ὑπόκρισις,AT,truth,hypocrisy,hipocresía,hypocrisie / manque de sincérité / prétention,
1697,ὑψηλός,AT,size,high / tall,alto,haut / fier / exalté / élevé,
1698,ὕαλος,RE,artifacts,glass / crystal,cristal,verre / cristal,kaca
1699,ὕλη,FL,plants,forest / wood / pile of wood,bosque,forêt,hutan
1700,ὕσσωπος,FL,rituals /  religious activities,hyssop,hisopo,hysope,hisop
1701,ὕψιστος-1,AT,size,highest,alturas,plus haut,mahatinggi
1702,ὕψιστος-2,BE,supernatural beings and powers /  titles,Most High,altísimo,Très-Haut,Mahatinggi
1703,ὕψος,AT,size,height,altura / alto,hauteur,tempat yang tinggi
1704,ὗς,FA,mammals /  domestic animals,sow,puerca,cochon,babi betina
1705,φαιλόνης,RE,clothing,cloak / coat / robe,capa / manto,manteau / frange / vêtement,
1706,Φανουήλ,PN,person,Phanuel,Penuel,Phanuel,
1707,φανός,RE,artifacts /  tools,lantern,antorcha,lanterne / torche,
1708,Φαραώ,PN,titles,Pharaoh,Faraón,Pharaon / roi d'Égypte,
1709,Φαρισαῖος,PN,group,Pharisee,Fariseo,Pharisien,orang Farisi
1710,Φάλεκ,PN,person,Peleg,Péleg,Phalek,
1711,φάντασμα,BE,supernatural beings and powers,apparition / ghost,fantasma,fantôme / apparition,
1712,Φάρες,PN,person,Perez,Fares,Pharès,
1713,φάτνη-1,RE,constructions /  animal husbandry,feed box / manger / crib,pesebre,mangeoire / abreuvoir,
1714,φάτνη-2,RE,constructions /  animal husbandry,stall,establo,mangeoire / abreuvoir,
1715,Φῆλιξ,PN,person,Felix,Félix,Félix,Feliks
1716,Φῆστος,PN,person,Festus,Festo,Festus,Festus
1717,φιάλη,RE,artifacts /  containers /  food,bowl,copa,cuvette,
1718,φιλαδελφία,AT,kinship /  affection,love for one's fellow believer / affection for a fellow believer,amor fraternal,amour fraternel,
1719,Φιλαδέλφεια,PN,settlement,Philadelphia,Filadelfia,Philadelphie,
1720,φιλανθρωπία,AT,affection,kindness / love towards humankind,amor a la humanidad,bonté / hospitalité / l'amour pour l'humanité,
1721,φιλαργυρία,AT,affection /  money /  wealth /  morals and ethics,love of money,amor al dinero,amour de l'argent,
1722,φιλάγαθος,AT,affection /  morals and ethics,liking what is good / loving what is good,amigo del bien,aimant ce qui est bon,
1723,φιλάδελφος,BE,people /  affection,one who loves fellow believers / loving one another as brothers,amante de sus hermanos,aimant son frère en Christ ou son prochain,
1724,φιλάργυρος,AT,affection /  money /  wealth /  people /  morals and ethics,loving wealth / lover of money,amante del dinero,ami de l'argent,
1725,φιλέω,AT,affection,love / be fond of,amar,aimer / avoir un sentiment profond pour / baiser,
1726,φιλήδονος,AT,affection /  morals and ethics,loving pleasure / lover of pleasure,amante de los placeres,livré au plaisir,
1727,Φιλήμων,PN,person,Philemon,Filemón,Philémon,
1728,Φιλιππήσιος,PN,group,Philippian,Filipense / de Filipos,Philippien,
1729,φιλία,AT,affection,friendship / affection,amistad,amour / amitié,
1730,φιλοφρόνως,AT,affection,hospitably,amablemente,adv. Avec hospitalité / avec bonté,
1731,φιλόθεος,AT,people /  supernatural beings and powers /  affection,loving God / lover of God,amante de Dios,aimant Dieu,
1732,Φιλόλογος,PN,person,Philologus,Filólogo,Philologue,
1733,φιλόστοργος,AT,affection,loving dearly,afectuoso,aimer / consacré,
1734,φίλανδρος,AT,affection /  marriage,having love for one's husband,amante de su varón,aimant son mari,
1735,φίλαυτος,AT,affection /  morals and ethics,selfish love / self-centered love,amante de sí mismo,égoïste / égocentrique,
1736,Φίλητος,PN,person,Philetus,Fileto,Philétos,
1737,Φίλιπποι,PN,settlement,Philippi,Filipos,Philippes,
1738,Φίλιππος-1,PN,person,Philip,Felipe,Philippe,
1739,Φίλιππος-2,PN,person,Philip,Filipo,Philippe,
1740,Φίλιππος-3,PN,person,Philip,Felipe,Philippe,
1741,φίλος,BE,people /  affection,friend,amigo,ami / amical,
1742,Φλέγων,PN,person,Phlegon,Flegonte,Phlégon,
1743,φοβερός,AT,confidence,fearful / terrifying,,craintif / terrifiant,mengerikan
1744,φοβέομαι-1,AT,confidence,fear / be afraid,temer,trans. craindre / avoir peur de,
1745,φοβέομαι-2,AT,"confidence; worship; honor, respect, status",fear / worship / reverence,reverenciar,trans. craindre / avoir peur de,
1746,φοβέομαι-3,AT,"confidence; honor, respect, status",respect,respetar,trans. craindre / avoir peur de,
1747,Φοινίκη,PN,area,Phoenicia,Fenicia,Phénicie,
1748,Φοίβη,PN,person,Phoebe,Febe,Phœbé,
1749,Φοῖνιξ,PN,settlement,Phoenix,Fenice,Phénix,Feniks
1750,φοῖνιξ,FL,trees /  fruits,palm tree,palmera,palmier / branche de palmier,pohon palem
1751,Φορτουνᾶτος,PN,person,Fortunatus,Fortunato,Fortunatus,Fortunatus
1752,φόβητρον,AT,confidence,dreadful event or sight,horror,vue ou événement redoutable,
1753,φόβος-1,AT,confidence,fear / terror,temor,crainte / terreur,
1754,φόβος-2,AT,"confidence; worship; honor, respect, status",fear / reverence,reverencia,crainte / terreur,
1755,φόβος-3,AT,"confidence; honor, respect, status",respect,respeto,crainte / terreur,
1756,φόρος,MI,tax /  authority,tribute tax,impuesto,taxe / tribut,
1757,φραγέλλιον,RE,artifacts /  punishment /  control,whip,látigo,fouet,
1758,φραγμός,RE,constructions,fence / wall,cerco,barrière / mur / haie / peut-être ruelle / chemin,
1759,φρονέω,AT,intellect /  psychological faculties,think,pensar,penser / avoir à l'esprit / prendre soin / être concerné par / avoir bonne opinion de,
1760,φρόνημα,AT,intellect /  psychological faculties,mind / thoughtful planning,modo de pensar,manière de pensée / esprit,
1761,Φρυγία,PN,area,Phrygia,Frigia,Phrygie,
1762,φρύγανον,FL,fuel,dry wood / firewood / sticks,rama seca / leña,branche,
1763,φυλακτήριον,RE,worship /  rituals,phylactery,filacteria / cinta,phylactère,
1764,φυλή,BE,people /  groups,tribe,tribu,tribu,
1765,φυτεία,FL,plants,plant,planta,plante,
1766,Φύγελος,PN,person,Phygelus,Figelo,Phygèle,
1767,φύλλον,FL,parts,leaf,hoja,feuille,
1768,Χαλδαῖος,PN,group,Chaldean,Caldeo / de Caldea,Chaldéen,orang Kasdim
1769,χαλινός,RE,artifacts /  animal husbandry /  control,bit / bridle,freno,bride / frein / mors,
1770,χαλκίον,RE,artifacts /  containers,bronze vessel,utensilio de metal,vase de bronze / plat d'airain,
1771,Χαναναῖος,PN,area /  group,Canaanite,Cananea,Cananéenne,Kanaan
1772,Χανάαν,PN,area,Canaan,Canaán,Canaan,
1773,χαριτόω,AT,grace,show kindness towards,llenar de gracia,accorder librement,
1774,χαρίζομαι,AT,"possession; grace; atone, forgive",grant / forgive / hand over / give freely / be restored,conceder el favor,accorder / donner / accorder à / dispenser généreusement ou gracieusement / pardonner / amnistier / rendre ou relâcher / annuler une dette / être grâcié,
1775,Χαρράν,PN,settlement,Haran,Harán,Charan,
1776,χάραγμα,RE,artifacts,likeness / image,marca / señal / imagen / representación,marque,
1777,χάραξ,RE,constructions,palisade / barricade,barricada,barricade,
1778,χάρις-1,AT,grace,favor / grace / kindness / gracious,,faveur / grace / bonté / bonne volonté,
1779,χάρις-2,AT,possession /  grace,gift,,cadeau / offre,
1780,χάρις-3,AT,communication,thanks / thanksgiving / gratitude / credit,,remerciment / action de grace,
1781,χάρισμα,AT,grace,gift / free gift,don,don,
1782,χάρτης,RE,artifacts /  writing,sheet of paper,papel,papier,
1783,χειροτονέω,MI,choice,elect,nombrar,nommer,
1784,Χερούβ,RE,artifacts /  supernatural beings and powers /  religious activities,cherubim / winged creatures,Querubin / ser alado,Chérubins,
1785,χιτών-1,RE,artifacts /  clothing,tunic / shirt,túnica / camina,tunique,
1786,χιτών-2,RE,artifacts /  clothing,garment / clothes,túnica / camisa,les habits,
1787,Χίος,PN,area,Chios,Quío,Chio,
1788,χλαμύς,RE,artifacts /  clothing,cloak,capa,manteau,
1789,Χλόη,PN,person,Chloe,Cloe,Chloé,
1790,χλωρόν,FL,parts,plant,verde,vert-jaune,
1791,χοῖρος,FA,mammals /  domestic animals,pig,cerdo,porc / cochon,babi
1792,Χοραζίν,PN,settlement,Chorazin,Corazín,Chorazin,
1793,Χουζᾶς,PN,person,Chuza,Cuza,Chouza,Khuza
1794,χόρτος-1,FL,grasses,small plants / grass,hierba,herbe / végétation,
1795,χόρτος-2,FL,parts,sprout / blade,hierba,herbe / végétation,
1796,χρηματισμός,MI,supernatural beings and powers /  communication,divine answer,respuesta divina,oracle / réponse de Dieu,
1797,χρηστεύομαι,AT,morals and ethics,be kind / act kindly,actuar con bondad,être aimable,
1798,χρηστός,AT,morals and ethics,good / kind / easy,bueno / benevolente,aimable / aimant / bon / miséricordieuxl / moralement bon / droit / facile à porter,
1799,χρηστότης,AT,morals and ethics,kindness,bondad,bonté / gentillesse / pitié / ce qui est droit,
1800,χρῆμα,RE,artifacts /  money,money,dinero / riqueza,la plupart de pl. possessions / richesse / moyens / argent / sg. argent / revenus,uang
1801,Χριστιανός,PN,group,Christian,Cristiano,Chrétien,
1802,Χριστός-1,BE,people /  anoint /  rituals,anointed one,Cristo,Christ,
1803,Χριστός-2,PN,titles /  person,Christ,Cristo,Christ / Messie,
1804,χρίω,RI,anoint,anoint / assign / appoint,ungir,oindre,
1805,χρῖσμα,RI,anoint,anointing / appointment,unción,onction,pengurapan
1806,χρυσίον-1,RE,nature /  metals,gold,,or,
1807,χρυσίον-2,RE,artifacts /  ornaments,gold jewelry / gold ornaments,,bijoux d'or,
1808,χρυσοδακτύλιος,RE,artifacts /  ornaments,wearing a gold ring,anillo de oro,portant un anneau d'or,
1809,χρυσός,RE,artifacts /  money,gold money / gold coin,oro,or / pièce de monnaie d'or / image d'or,
1810,ψευδαπόστολος,BE,people /  communication /  truth,false apostle,falso apóstol,faux apôtre / qui prétend être un apôtre,
1811,ψευδοπροφήτης,BE,"people; communication; prophecy, vision; truth",false prophet,falso profeta,faux prophète,
1812,ψευδόχριστος,BE,people /  antichrist /  truth,false christ,falso cristo,faux-Christ / qui proclame faussement être le Christ,
1813,ψυχή-1,MI,life and death,life,vida,individu / la vie intérieure / son for intérieur,
1814,ψυχή-2,MI,psychological faculties,inner self / mind / thoughts / feelings / heart / being / soul,ser,individu / la vie intérieure / son for intérieur,
1815,ψυχικός,AT,life and death /  nature,natural / physical,natural,non spirituel / ne possédant pas l'esprit de Dieu,
1816,ὡσαννά,MI,"help, protect, save; worship",Hosanna,hosana / hosanna,Hosanna / une exclamation de louange signifiant littéralement Sauve / je te prie,
1817,Ὡσηέ,PN,person,Hosea,Oseas,Osée,
1818,Ἀαρωνίδης (DC),BE,person,descendant of Aaron,Aarón,Aaronite,
1819,Ααρων (DC),PN,person,Aaron,Aarón,Aaron,
1820,Αβαδιας (DC),PN,person,Obadiah,Abdías,Obadiah,
1821,Αβαταζα (DC),PN,person,Abagtha,Abagtá,Abataza,
1822,Αβελ (DC),PN,person,Abel,Abel,Abel,
1823,Αβεσσαλωμ (DC),PN,person,Absalom,Absalón,Absalom,
1824,Αβιρων (DC),PN,person,Abiram,Abiram,Abiram,
1825,Αβισουε (DC),PN,person,Abishua,Abisúa,Abishua,
1826,Ἀβούβος (DC),PN,person,Abubus,Abub,Aboubas,
1827,Ἀβρααμίτις (DC),BE,person,descendant of Abraham,Abraham,d'Abraham,
1828,Αβρααμ (DC),PN,person,Abraham,Abraham,Abraham,
1829,Αβραμιαῖος (DC),AT,person,of Abraham,Abraham,d'Abraham,
1830,Αβρωνα (DC),PN,nature,Abron,Abroná,Abrona,
1831,Αγαβα (DC),PN,person,Hagab,Hagab,Hagab,
1832,ἀγαθοποιέω (DC),MI,morals and ethics,to do good,hacer el bien / ser benevolente,bienfaits,
1833,ἀγαθοποιός (DC),MI,behavior /  morals and ethics,beneficent,bondadosa,bonté,
1834,ἀγαπάω (DC),AT,attitudes and emotions,to love,amar / dar amor,aimer,
1835,ἀγαπητός (DC),AT,attitudes and emotions,desirable / amiable,amado / querido,bien-aimé / cher / Unique,
1836,Αγαρ (DC),PN,person,Hagar,Agar,Agar,
1837,ἀγάπη (DC),AT,attitudes and emotions,love,amor,amour,
1838,Αγγαβα (DC),PN,person,Hagabah,Hagabá,Angaba,
1839,Αγγαιος (DC),PN,person,Haggai,Hageo,Aggaios,
1840,ἀγγεῖον (DC),RE,food,containers / vessels,recipiente / contenedor,récipient / vase,
1841,ἁγιασμός (DC),RE,sanctuary,sanctuary,consagración / santificación,consécration / dédicace / sanctification / sainteté,
1842,Αγια (DC),PN,person,Hattil,Agia,Hattil,
1843,ἁγιάζω (DC),RI,holiness,to hallow / to make sacred / to sanctify,santificar / consagrar,consacrer,
1844,ἁγιότης (DC),AT,holiness,holiness / sanctity,santidad,sainteté / pureté morale / motif pur,
1845,ἁγίασμα (DC),RE,sanctuary,sanctuary,santuario / lugar de adoración,sanctuaire,
1846,ἁγνίζω (DC),RI,"clean, pure, holy",to cleanse / to purify,purificar / limpiar,purifièr,
1847,ἁγνός (DC),AT,"clean, pure, holy",pure / chaste / holy,puro / santo,pur,
1848,ἀγορανομία (DC),RE,commerce,square / marketplace,oficina del encargado de la regulación del mercado,place publique / grand-place,
1849,ἀγορά (DC),RE,commerce,square / marketplace,plaza / mercado,place publique / grand-place,
1850,ἀγοράζω (DC),MI,commerce,to buy,comprar,achète,
1851,ἀγυιά (DC),RE,road,street / road / path / way / track,calle,rue / route,
1852,ἀγωγή (DC),MI,behavior,way,manera de vivir / conducta,manière de vivre / conduite,
1853,Αδαμ (DC),PN,person,Adam,Adán,Adam,
1854,Αδαν (DC),PN,person,Addan,Adón,Addan,
1855,Αδαρ (DC),PN,calendar,Adar,Adar,Adar,
1856,Αδασα (DC),PN,settlement,Adasa,Hadasá,Adasa,
1857,Αδδαιον (DC),PN,person,Iddo,Iddo,Iddo,
1858,Αδδαιω (DC),PN,person,Iddo,Iddo,Iddo,
1859,Αδδι (DC),PN,person,Addi,Adí,Addi,
