,source,target,alignment_count,Unnamed: 0,vref,verse_score,alignment_score
714,pasado,after,3,5626.0,572.6666666666666,0.600890228131243,0.17946415232832877
715,pasado,day,3,5625.0,572.6666666666666,0.600890228131243,0.1817239858005695
716,pedir,ask,9,5045.777777777777,519.3333333333334,0.39762355626312207,0.20541562638330765
717,pedir,for,9,5046.777777777777,519.3333333333334,0.39762355626312207,0.24472475476851674
718,pedirme,ask,2,4022.0,419.0,0.4165941602905521,0.25769686101113054
719,pedirme,for,1,3014.0,316.0,0.4052832536745238,0.1497861704937742
720,pedirnos,ask,5,4612.4,473.8,0.39398082291738723,0.23927098595539423
721,pedirnos,for,3,4563.333333333333,470.6666666666667,0.36228414909639,0.254563784838681
722,peinado,peinado,1,1856.0,196.0,0.5710602963410472,0.4546102418371529
723,pensión,board,7,3650.4285714285716,377.0,0.582283019120932,0.1731286068565306
724,pensión,cost,4,3779.5,388.25,0.6019417360343498,0.2386006195322646
725,pensión,per,1,6139.0,631.0,0.5003313111786207,0.2650081832714114
726,perdone,sorry,1,1220.0,133.0,1.0,0.92
727,peris,peris,1,1933.0,203.0,0.5786807859685205,0.210123913594326
728,pida,ask,4,4655.75,483.5,0.48363467223414647,0.44828364498088863
729,pida,for,2,5502.0,567.5,0.5073493471817536,0.3552250173114727
730,pide,for,2,5723.0,593.0,0.3773049876323644,0.19821686856844167
731,pide,taxi,1,5723.0,593.0,0.3773049876323644,0.3664349128504779
732,pienso,i,11,5617.909090909091,577.0909090909091,0.5841128681749791,0.3870010709057496
733,pienso,think,11,5618.909090909091,577.0909090909091,0.5841128681749791,0.26329722087410884
734,pilar,pilar,1,630.0,66.0,0.4805655700011958,0.1781711164534097
735,piquer,piquer,1,121.0,11.0,0.7822362269644719,0.6113696334557909
736,pitarch,pitarch,1,9411.0,963.0,0.5076156561905998,0.6255799214024425
737,podría,can,5,6044.8,619.2,0.3012985198741637,0.5507885288893941
738,podría,could,68,5079.60294117647,523.3235294117648,0.48174352492647826,0.3265072001886688
739,podría,you,26,4595.615384615385,473.88461538461536,0.43880420896585165,0.3327221662868816
740,podríamos,could,16,3836.75,397.5,0.629644010113862,0.5358121223219039
741,podríamos,we,18,4014.1666666666665,415.22222222222223,0.6083548688200118,0.26243604197726755
742,podrían,could,38,4448.184210526316,459.42105263157896,0.4742287538476676,0.2608731532809259
743,podrían,you,11,4157.363636363636,430.09090909090907,0.5036177357624569,0.2867205990296718
744,por,can,22,3544.5,369.6363636363636,0.3902318608541174,0.36769774691101276
745,por,cost,3,4184.666666666667,431.6666666666667,0.5971935688633757,0.341271389227164
746,por,could,44,4827.522727272727,497.59090909090907,0.3718698539143995,0.41685849286482185
747,por,how,7,3590.1428571428573,372.7142857142857,0.5314181610347268,0.41325971337191525
748,por,i,56,4256.303571428572,440.2857142857143,0.5023873917990992,0.44102776424063467
749,por,one,7,3763.0,391.57142857142856,0.3926277435292503,0.28305495268180536
750,por,per,10,3553.9,368.2,0.6158877525131593,0.2169564172375773
751,por,please,145,4982.296551724138,512.8344827586207,0.5350262849364844,0.26873709013314045
752,por,thursday,1,5824.0,601.0,0.4205748300593208,0.3516185604461294
753,por,us,4,4767.0,494.0,0.4779631703007369,0.3161967077988541
754,por,we,22,5775.363636363636,593.3181818181819,0.45056992962099085,0.5057723294513936
755,por,would,12,4892.166666666667,503.4166666666667,0.44044813157575136,0.34785025420216237
756,por,you,6,2844.0,298.8333333333333,0.35127258039857234,0.3942510404668114
757,precio,for,2,4622.0,478.5,0.5108014846478013,0.16510734497102295
758,precio,price,3,5590.666666666667,575.3333333333334,0.5347337595724005,0.16584149522879862
759,precio,the,1,7529.0,769.0,0.5825983094215992,0.1876074098532343
760,prepara,prepare,2,5155.5,535.5,0.4545146964701253,0.1474499262939729
761,preparar,bill,1,8525.0,868.0,0.3383478994617571,0.2242593345676312
762,preparar,for,2,6418.0,657.0,0.3132980012214301,0.2924301387040922
763,preparar,prepare,9,5933.222222222223,610.0,0.40523137654285785,0.13441308882228367
764,prepararnos,bill,1,8368.0,852.0,0.4143623446119546,0.1804136996679243
765,prepare,prepare,4,2916.25,303.75,0.7402048884653535,0.5935373082719556
766,prepáreme,could,1,8317.0,846.0,0.2768101592758126,0.720319220420559
767,prepáreme,prepare,1,8319.0,846.0,0.2768101592758126,0.6561996699871158
768,prepáreme,you,1,8318.0,846.0,0.2768101592758126,0.7203192204205591
769,prepárenos,could,1,1079.0,119.0,0.3964999958667611,0.3977975853270219
770,prepárenos,prepare,1,1081.0,119.0,0.3964999958667611,0.235213067431369
771,prepárenos,you,1,1080.0,119.0,0.3964999958667611,0.3622859011748839
772,problema,problem,9,5034.777777777777,517.5555555555555,0.5492905197227791,0.291159004324217
773,producido,been,7,5851.0,600.5714285714286,0.6142350003330804,0.2514304017006871
774,produjo,was,9,4892.555555555556,505.22222222222223,0.6101743728369255,0.23748537126629912
775,próximo,next,6,4264.666666666667,440.8333333333333,0.6299849422411375,0.2387322056473007
776,puede,can,27,4849.37037037037,500.962962962963,0.4572890721860802,0.2488515519210246
777,puede,you,11,5861.909090909091,602.3636363636364,0.49621540977728995,0.3358617100200778
778,pueden,can,37,4529.675675675676,469.0810810810811,0.44731852893273855,0.25645981408871305
779,pueden,send,2,1275.5,136.5,0.3338363874606971,0.2613435894753901
780,pueden,you,12,4358.25,452.0,0.43649751835684225,0.31343641771440034
781,puedo,can,1,9633.0,988.0,0.6313986429721009,0.4881889375044413
782,puedo,pay,1,9634.0,988.0,0.6313986429721009,0.1254424101118411
783,puig,puig,1,4743.0,492.0,0.6250019060173977,0.359379799422994
784,punto,oclock,18,5767.166666666667,590.1111111111111,0.5293729043948762,0.2649584212038348
785,pérez,pérez,1,5807.0,599.0,0.561746526384588,0.2192740280771469
786,pídame,ask,4,4160.5,429.75,0.30311529665730996,0.3304760137871021
787,pídame,could,2,5575.0,572.5,0.3289266912389637,0.6348257613452003
788,pídame,for,2,2745.0,287.0,0.2773039020756562,0.2363880005511735
789,pídame,you,2,5576.0,572.5,0.3289266912389637,0.6125316572163184
790,que,like,22,4875.363636363636,502.27272727272725,0.4020313380540838,0.19490388922344026
791,que,should,28,5342.214285714285,551.0,0.5439267642564551,0.29699733719383664
792,que,sign,1,2693.0,285.0,0.4575449592068074,0.3478857238849562
793,que,taking,3,4897.666666666667,504.3333333333333,0.509520863075819,0.12131626964047167
794,que,that,31,5266.903225806452,542.1935483870968,0.5629462729302297,0.2591318883947615
795,que,to,11,5092.0,524.7272727272727,0.4170009733074859,0.17449575686600793
796,que,want,23,5342.347826086957,550.7391304347826,0.4426483999539731,0.20467991326203142
797,que,would,5,5135.8,529.2,0.3947754425458526,0.21957534490782976
798,que,you,5,4264.2,436.4,0.46045709190183526,0.21310966943296222
799,quereda,quereda,1,1045.0,114.0,0.5646833409563684,0.3865179716627847
800,queremos,want,9,6152.0,631.1111111111111,0.4962650876420596,0.25007841883846105
801,queremos,we,9,6151.0,631.1111111111111,0.4962650876420596,0.39192874278785195
802,querría,i,5,5973.6,612.8,0.4701395122730044,0.2974444178143687
803,querría,like,4,6160.0,633.5,0.47557631854168264,0.15567010623510963
804,querría,would,10,5521.0,567.8,0.43881879646331406,0.2219223247058868
805,querría,you,1,8666.0,883.0,0.4680476530253208,0.2744782522475374
806,querríamos,like,2,5154.0,530.5,0.38262244996043826,0.19735175066938884
807,querríamos,would,2,5153.0,530.5,0.38262244996043826,0.15942808424094523
808,querrían,would,7,5038.857142857143,518.7142857142857,0.3603328723714393,0.24225510436319045
809,querrían,you,3,2609.6666666666665,274.0,0.402402467470062,0.30799713903955284
810,quiere,bill,1,4308.0,446.0,0.2882481029811031,0.2629868215767563
811,quieren,will,2,2954.0,308.0,0.39846017877357953,0.22862350799680203
812,quiero,i,24,4616.041666666667,477.5,0.5635552482605806,0.3806606551526213
813,quiero,want,24,4617.041666666667,477.5,0.5635552482605806,0.24615531965721135
814,quince,fifteen,1,1999.0,210.0,0.7303645944419103,0.3134799863778406
815,quince,fifteenth,1,6505.0,667.0,0.4469755101720319,0.1904212774880713
816,quince,five,2,4936.5,508.0,0.4845028782925892,0.21100894685739352
817,quince,one,2,4936.5,508.0,0.4845028782925892,0.20673412496670374
818,quinientos,five,4,4856.0,502.0,0.4444820949481284,0.1743853525506857
819,quinientos,two,1,2260.0,241.0,0.491559861246675,0.2860623271055422
820,quisiera,i,17,4086.823529411765,422.5882352941176,0.47844103900153767,0.399237842513306
821,quisiera,want,14,3484.285714285714,361.2857142857143,0.504551008462217,0.25249669695439014
822,quisiéramos,want,3,6118.666666666667,627.6666666666666,0.5910821974137644,0.28900004085404957
823,quisiéramos,we,8,3933.0,406.0,0.5002811899569245,0.38461532152471234
824,quisiéramos,would,3,2664.6666666666665,277.3333333333333,0.41336715664528884,0.27958510922708457
825,qué,is,4,4374.5,450.75,0.5132584889675987,0.28078585007080237
826,qué,the,2,4620.0,478.5,0.5108014846478013,0.207600724431741
827,qué,what,5,5175.6,531.4,0.5405230297939768,0.3035701175454171
828,rafael,rafael,1,6679.0,682.0,0.6963128708076239,0.3051866406655929
829,ramos,ramos,1,6980.0,713.0,0.6035566924040987,0.359379799422994
830,ramírez,ramírez,2,523.0,55.5,0.5729930690089291,0.2865676323204469
831,recepción,reception,5,6991.0,717.4,0.5288295996393628,0.47130451762256964
832,recibo,included,4,3627.75,378.0,0.489584628032485,0.21794174384779458
833,recibo,phone,4,1715.0,180.75,0.3455591991055304,0.385639919612474
834,registro,form,8,5708.5,589.5,0.551642066352483,0.4141319263258628
835,registro,please,2,2577.5,273.0,0.46098867438426433,0.4762554356270392
836,rellenar,fill,4,5016.25,520.75,0.537487983972998,0.28845342665781637
837,rellenar,in,4,5017.25,520.75,0.537487983972998,0.18455728076682354
838,repasar,bill,1,6867.0,704.0,0.3804033572257573,0.400031250037225
839,repasar,check,3,5734.0,590.6666666666666,0.3896654987777907,0.14198117787897005
840,repasar,for,1,5997.0,618.0,0.3603106665537467,0.2924301387040922
841,repasarme,check,1,4049.0,417.0,0.3905554343752042,0.3777634649953203
842,repase,check,1,634.0,67.0,0.6439344521632767,0.4148436238881284
843,reserva,reservation,64,4568.515625,471.09375,0.5606842376263255,0.3291504683863297
844,reservada,booked,29,4347.241379310345,448.55172413793105,0.6086211034976838,0.22767183137236013
845,reservada,have,21,4666.285714285715,481.5238095238095,0.6330366010074272,0.33574525945869105
846,reservadas,booked,3,4521.333333333333,466.6666666666667,0.6165929622386299,0.24274267054516074
847,reservadas,have,3,4520.333333333333,466.6666666666667,0.6165929622386299,0.3593064743221392
848,reservado,booked,38,4775.9473684210525,492.1578947368421,0.6215702104081336,0.2561642155009362
849,reservado,have,28,4664.142857142857,481.14285714285717,0.6444082424098216,0.3311378743997744
850,reservamos,booked,13,6633.7692307692305,681.5384615384615,0.5652151673433919,0.2648787287031401
851,reservamos,we,14,6513.357142857143,669.5714285714286,0.563857670106281,0.4341351571872555
852,reservar,book,37,4850.351351351352,499.6216216216216,0.6118332794701268,0.20891474984985683
853,reservar,i,4,6993.5,717.0,0.6612153753736664,0.36809283628447004
854,reservar,to,24,4723.291666666667,486.6666666666667,0.5867873776167193,0.21658900884600218
855,reservé,booked,14,4107.071428571428,424.5,0.5713341163846745,0.24244281181650956
856,reservé,i,10,4872.0,501.9,0.5695134142375078,0.3876874929648834
857,ricardo,ricardo,2,5891.5,606.0,0.5401957948135719,0.16600052358295145
858,rivera,rivera,1,1051.0,115.0,0.5138385415769331,0.6255799214024425
859,roberto,roberto,2,3503.5,365.5,0.5552965600832716,0.28617432042340263
860,roda,roda,1,267.0,27.0,0.6550075924395691,0.4546102418371529
861,rosario,rosario,3,1785.6666666666667,184.0,0.6412183910257129,0.2229459126115756
862,rubio,rubio,1,9467.0,970.0,0.6023447154831222,0.4979006294169255
863,ruido,noise,2,4497.5,466.0,0.2851620423511336,0.082848486456509
864,ruido,quieter,3,6661.333333333333,682.3333333333334,0.2599366560180371,0.1968960637983633
865,ruido,room,6,5904.333333333333,606.6666666666666,0.277367333184353,0.4269918110134811
866,ruidosa,noisy,1,2364.0,253.0,0.8317767876887161,0.6113696334557909
867,ruidosa,quieter,1,8474.0,862.0,0.2613126592599647,0.1308044477041437
868,ródenas,ródenas,1,1741.0,184.0,0.6236788051176982,0.2965244920823152
869,salsas,salsas,1,2690.0,284.0,0.5268461737317891,0.210123913594326
870,santos,santos,1,2236.0,238.0,0.6188475435574129,0.1270970393853049
871,sanz,sanz,1,9368.0,958.0,0.5947228103572771,0.2401708595298071
872,se,a,7,3921.714285714286,407.57142857142856,0.47119760694138485,0.31554789496135827
873,se,has,2,1896.0,203.0,0.47195730387460694,0.1606530189935313
874,se,that,17,5117.64705882353,527.5294117647059,0.5615756091264861,0.17986370158948548
875,se,there,16,5310.4375,546.9375,0.6119508973664933,0.26728710092338615
876,seis,six,29,5803.620689655172,595.7586206896551,0.511073727626667,0.1982915383820883
877,seiscientos,six,5,2668.2,280.8,0.46679255315903945,0.17062234681399324
878,semana,per,2,5270.0,543.5,0.6018128889059593,0.076367113783295
879,semana,week,12,5139.833333333333,530.0,0.6188823040996404,0.2188667576307537
880,semanas,weeks,1,4899.0,507.0,0.695323743825476,0.112483650738745
881,septiembre,eighth,1,8981.0,917.0,0.4405061964050716,0.4979006294169255
882,septiembre,september,3,4828.333333333333,497.6666666666667,0.4837058700867523,0.07715380423649533
883,septiembre,thirtieth,2,4583.0,470.0,0.4772619155034924,0.3481585470271741
884,sergio,sergio,3,3166.0,328.6666666666667,0.6804162111849671,0.4029631198113419
885,servicio,minibar,3,3792.6666666666665,390.0,0.49992583059611095,0.11485745418923614
886,servicio,room,2,4832.5,498.5,0.3709269838987097,0.2844690490599796
887,servicio,service,4,4044.0,419.0,0.4387433720840489,0.3405001475657309
888,setecientos,seven,6,6344.5,649.1666666666666,0.4945252114434507,0.1436056146777027
889,setenta,seven,4,3675.75,381.5,0.5179398054244128,0.19445215628355444
890,señor,mr,16,4457.625,459.5,0.6354475972625534,0.27116288057196575
891,señora,mrs,8,3520.0,363.625,0.5904300338652193,0.2207513636802448
892,señorita,miss,2,6960.5,709.5,0.5344935259345303,0.17118921362931122
893,siete,march,2,778.5,84.0,0.4868165295597896,0.26633480084431566
894,siete,seven,18,5135.055555555556,529.2777777777778,0.49770206311865933,0.17264877230929546
895,siete,seventh,1,2773.0,292.0,0.4973298103073872,0.1752296885211852
896,siete,two,1,3466.0,365.0,0.3868552159457304,0.0987974759488268
897,silvia,silvia,1,1044.0,114.0,0.5646833409563684,0.3051866406655929
898,soler,soler,1,6680.0,682.0,0.6963128708076239,0.3865179716627847
899,suba,send,7,4781.285714285715,491.85714285714283,0.5566828480438689,0.19864704077123713
900,suba,up,7,4782.285714285715,491.85714285714283,0.5566828480438689,0.2176580678823336
901,suban,send,4,4863.0,503.25,0.527310649948749,0.28949334056387216
902,suban,up,4,4864.0,503.25,0.527310649948749,0.21063924071793796
903,sube,put,1,3178.0,334.0,0.4933105704765639,0.2154700520879299
904,subiese,to,1,489.0,53.0,0.4006178896361425,0.247057599851732
905,subir,put,2,4853.5,501.5,0.47818571009282895,0.3067392388244492
906,subir,putting,1,5658.0,588.0,0.5227854186468457,0.1983996058701545
907,subir,sending,2,7120.0,732.0,0.4971628952775227,0.18313844662003795
908,subir,up,5,5784.2,597.6,0.45980425166555816,0.131563807629884
909,subirme,putting,1,9329.0,956.0,0.559703090475825,0.306656893317712
910,subirme,sending,2,323.0,34.5,0.4403506476725732,0.21197562813248375
911,subirnos,our,1,250.0,26.0,0.310731334150493,0.1549520739875323
912,subirnos,put,2,7128.5,727.0,0.5032857465759543,0.337866415635542
913,subirnos,up,2,4464.0,455.0,0.36223601468835276,0.25636850390729177
914,susana,susana,1,2298.0,246.0,0.6173566593266029,0.3530949260196151
915,sábado,saturday,4,4171.75,432.25,0.542369094630788,0.41809271572807793
916,sáez,sáez,1,2666.0,283.0,0.5577667959616528,0.2521725129716044
917,sí,yes,1,3643.0,380.0,1.0,0.92
918,súbame,my,1,373.0,40.0,0.4617323683044178,0.2860017283631295
919,súbame,put,2,1794.5,189.0,0.5196575575187466,0.5493323022698414
920,súbanme,send,1,8628.0,880.0,0.6489013503909569,0.3865179716627847
921,súbanos,our,2,6664.5,685.0,0.4509232439549967,0.21265802830585295
922,súbanos,put,1,8033.0,820.0,0.4566514998665048,0.5493323022698414
923,tarde,afternoon,15,4928.933333333333,509.0,0.5520147120591065,0.3997943918211603
924,tarde,in,3,3098.3333333333335,324.6666666666667,0.5505717141128336,0.12477601278997454
925,tarjetas,accept,1,8545.0,871.0,0.7115006165202482,0.3848864690678436
926,tarjetas,you,1,8544.0,871.0,0.7115006165202482,0.4115439250253624
927,taxi,for,6,5101.833333333333,525.1666666666666,0.34395559822310484,0.1640758945746949
928,taxi,me,11,4716.454545454545,486.1818181818182,0.350314997942484,0.264568036056317
929,taxi,please,22,4722.045454545455,485.72727272727275,0.3406304436288236,0.5059848603119863
930,taxi,taxi,55,5076.963636363636,522.1272727272727,0.3900519509824008,0.2114064037321713
931,taxi,us,7,5522.0,565.4285714285714,0.3680888250961258,0.2397952109332935
932,tele,a,2,7876.5,804.5,0.5896760194829045,0.1679499918160042
933,tele,tv,6,5495.333333333333,563.5,0.5810458350599165,0.14081135658270216
934,televisión,a,18,4677.444444444444,481.55555555555554,0.5305331711824862,0.24552769915495315
935,televisión,tv,46,4689.152173913043,483.0869565217391,0.5363716801432563,0.20389284220578052
936,teléfono,a,15,4111.2,422.8,0.5429067521413595,0.2798116738857044
937,teléfono,included,9,3168.8888888888887,329.44444444444446,0.3939486635705934,0.6145274752217135
938,teléfono,telephone,47,4667.085106382979,479.93617021276594,0.5535344760884932,0.2135720008806108
939,tena,tena,1,758.0,80.0,0.5942583791697889,0.4179221499374031
940,tenemos,should,10,6009.0,619.2,0.5267681076314553,0.38726318502207907
941,tenemos,we,28,5755.392857142857,592.7142857142857,0.578000425871016,0.4071841986786042
942,tenenos,have,5,7396.8,759.0,0.5208373310700085,0.32952571200369146
943,tenenos,we,5,7395.8,759.0,0.5208373310700085,0.22737465152917644
944,tenga,a,6,4814.166666666667,499.6666666666667,0.5281631923221431,0.12118386512016838
945,tenga,with,4,5460.75,565.25,0.5292701146488628,0.13403069943536192
946,tengo,have,32,4538.15625,467.53125,0.5520122767206013,0.2556349990354567
947,tengo,i,62,4401.096774193548,454.5483870967742,0.5683420391806194,0.3249295650314571
948,teresa,teresa,2,7662.5,782.0,0.5743430966172457,0.3103018807690015
949,tiene,do,16,5141.8125,528.5,0.4526462814449499,0.5097561956867966
950,tiene,does,8,3821.625,394.625,0.44907729674435937,0.6144173754423884
951,tiene,have,16,4099.125,423.0625,0.453128852154433,0.2791704530243414
952,tiene,it,4,1950.25,202.0,0.4048286663504877,0.7280048468894912
953,tiene,price,3,5592.333333333333,575.3333333333334,0.5347337595724005,0.14359230857112545
954,tiene,you,16,5142.8125,528.5,0.4526462814449499,0.3723144277561465
955,tienen,do,17,5252.705882352941,540.8235294117648,0.48973130489095906,0.5320740129463618
956,tienen,have,7,5694.714285714285,585.1428571428571,0.4476358300089821,0.2482233070630769
957,tienen,you,16,5418.6875,557.1875,0.5003827061144268,0.4304898889066153
958,todo,everything,5,2759.0,287.8,0.6652197025087003,0.4548524940252066
959,todo,included,4,1708.25,181.75,0.6474992808213185,0.6637364502325049
960,todos,all,3,5664.0,581.6666666666666,0.5827627718367546,0.4148436238881284
961,todos,in,3,3068.6666666666665,317.3333333333333,0.42108055665030325,0.3274484532686903
962,todos,taxes,2,6176.5,636.0,0.6435702853365746,0.0709131447479988
963,tomás,tomás,1,7255.0,739.0,0.5684582838092805,0.3136327860923175
964,tranquila,quiet,62,4524.112903225807,466.64516129032256,0.5404272748510798,0.15791994255588446
965,tranquila,room,8,4649.875,478.875,0.4903191036821877,0.24915661126553612
966,tranquilas,quiet,5,6050.6,621.2,0.5182670998209253,0.3969989420705958
967,tranquilas,rooms,8,6188.5,635.375,0.4584982280601258,0.3899351397045374
968,trece,thirteenth,2,5238.5,540.0,0.5062003698610664,0.1857568065902634
969,trece,three,2,1867.5,199.0,0.4063760349194766,0.1278252243793561
970,treinta,number,3,3497.0,363.0,0.4800192810019261,0.1334576310459973
971,treinta,september,2,4581.0,470.0,0.4772619155034924,0.2731171987844147
972,treinta,three,7,4590.571428571428,473.14285714285717,0.5077849927510052,0.16392586126665495
973,tres,oh,1,8754.0,892.0,0.4418216944855437,0.1958340823047177
974,tres,please,7,4203.714285714285,436.2857142857143,0.42120792659895395,0.24448177347765063
975,tres,third,1,4798.0,497.0,0.5241201994869253,0.1904212774880713
976,tres,three,36,5074.777777777777,523.5277777777778,0.4760577994826672,0.1896354159107926
977,trescientos,three,3,3068.6666666666665,319.6666666666667,0.4650994260905707,0.16010113578044702
978,un,a,47,5182.723404255319,533.1702127659574,0.44358730678749414,0.23469968702515473
979,un,an,11,5888.363636363636,605.7272727272727,0.5916345906741625,0.2475489934847167
980,un,for,23,4723.130434782609,487.17391304347825,0.42166856365689886,0.2876512768161171
981,un,me,6,4975.833333333333,510.8333333333333,0.31428939357871855,0.3555765719478863
982,un,taking,2,2992.5,312.5,0.5072797274952175,0.1971254942976059
983,un,taxi,16,5090.375,522.5,0.31337361136288133,0.21498381765513686
984,un,us,1,8716.0,888.0,0.514003134237022,0.1327640884188814
985,una,a,343,4782.0991253644315,492.667638483965,0.5887906711307483,0.24216803839506693
986,una,booked,12,4876.916666666667,504.3333333333333,0.4971008630721119,0.357692713156531
987,una,one,9,4855.888888888889,501.3333333333333,0.39238989013964304,0.26870148205772526
988,uno,first,4,4692.25,484.75,0.5579908331056567,0.13986277406690983
989,uno,number,1,7599.0,776.0,0.51406664114218,0.1462423355138968
990,uno,oh,2,3939.5,409.5,0.3854003533988791,0.1458309650337637
991,uno,one,29,5276.9655172413795,543.7241379310345,0.4767224060665472,0.1913127596327585
992,uno,please,3,3541.6666666666665,369.6666666666667,0.4666628869507954,0.2668345836418505
993,usted,give,6,4783.833333333333,494.1666666666667,0.4547858879051381,0.1904484147553126
994,usted,me,1,1299.0,141.0,0.3952036789554166,0.2030360754398906
995,usted,up,3,2156.6666666666665,230.0,0.3798528277973284,0.22494350673376837
996,usted,us,3,4648.666666666667,480.6666666666667,0.44665522696193133,0.2316936893102739
997,usted,you,1,5436.0,565.0,0.5751812306257579,0.3646414331929849
998,ustedes,up,1,251.0,26.0,0.310731334150493,0.1516258907827806
999,ustedes,us,7,3620.0,377.42857142857144,0.4548728312729918,0.19084543029637938
1000,ustedes,you,8,4649.375,481.25,0.4795411277119342,0.20861196266219073
1001,vale,is,14,4001.3571428571427,414.92857142857144,0.6225355195694835,0.2101327089595091
1002,vale,much,14,4000.3571428571427,414.92857142857144,0.6225355195694835,0.26658598937378103
1003,valls,valls,1,3482.0,366.0,0.5549969483661646,0.3865179716627847
1004,vamos,are,11,4332.727272727273,448.09090909090907,0.5016598073529597,0.23814822143679615
1005,vamos,leaving,1,6499.0,667.0,0.4469755101720319,0.1367588505186631
1006,vamos,we,8,4479.75,463.125,0.5139472497055197,0.40166234782088334
1007,varela,varela,1,2570.0,273.0,0.7785174002222395,0.6113696334557909
1008,veinte,please,1,2589.0,275.0,0.3519059557061659,0.4179221499374031
1009,veinte,twentieth,1,387.0,41.0,0.5611080764636223,0.2082243749444647
1010,veinte,twenty,1,541.0,58.0,0.625770957138201,0.1384026611347031
1011,veinticinco,twentyfifth,1,1119.0,122.0,0.5808526417275505,0.3977975853270219
1012,veinticinco,twentyfive,1,724.0,75.0,0.7082045092306232,0.3058283641442037
1013,veintidós,please,1,9174.0,937.0,0.439350177659654,0.2965244920823152
1014,veintidós,two,2,9172.5,937.0,0.439350177659654,0.16906749392663664
1015,veintinueve,may,1,7658.0,783.0,0.4853847925536561,0.17715999124928
1016,veintinueve,nine,2,5511.5,568.0,0.4757806383027301,0.24065845817686368
1017,veintinueve,twentynine,2,5227.0,539.5,0.7420731664486356,0.3585269181804699
1018,veintiocho,eight,2,5594.5,577.0,0.437107025036122,0.28349142509367675
1019,veintiocho,please,2,5879.5,604.0,0.3942385518630644,0.3847698971534165
1020,veintiocho,twentyeighth,3,6296.0,646.0,0.5240904204001403,0.22843568552129814
1021,veintiocho,two,1,5059.0,524.0,0.3422302732522568,0.1368529131314807
1022,veintisiete,seven,1,2261.0,241.0,0.491559861246675,0.359379799422994
1023,veintisiete,twentyseventh,3,8132.666666666667,830.6666666666666,0.5655551643879885,0.18529204143586828
1024,veintiséis,please,1,3580.0,374.0,0.4926464967801652,0.31492955246968
1025,veintiséis,six,3,3768.3333333333335,393.3333333333333,0.4950786664266791,0.1857438208803249
1026,veintiséis,twentysix,1,4737.0,492.0,0.6250019060173977,0.1715625602463112
1027,veintiséis,twentysixth,1,8272.0,841.0,0.4951549463952807,0.1167739152122581
1028,veintiséis,two,3,4121.333333333333,429.0,0.5376325612516443,0.23263041657693542
1029,veintitrés,three,2,6115.5,629.5,0.48163523820341586,0.1864857954157258
1030,veintitrés,two,2,6114.5,629.5,0.48163523820341586,0.17377901162791676
1031,veintiuno,please,2,5676.5,585.0,0.4788908777135182,0.23499912797213635
1032,veintiuno,twentyfirst,1,2407.0,257.0,0.52392308221001,0.2137554652178999
1033,velasco,velasco,1,909.0,98.0,0.6208989877742409,0.3865179716627847
1034,ver,i,11,5172.545454545455,532.7272727272727,0.5672510352680112,0.3722340348532444
1035,ver,see,21,4363.238095238095,450.23809523809524,0.5588177100709673,0.23121182902581533
1036,viaje,checks,1,4275.0,441.0,0.5654574844500434,0.6255799214024425
1037,viaje,down,2,7125.5,729.0,0.4692727836941283,0.3195085338350504
1038,viaje,to,1,9294.0,952.0,0.4541792347998588,0.2697146242802988
1039,viaje,travel,16,4647.0625,480.375,0.4954727722954996,0.13069196838385025
1040,viciano,viciano,2,4207.0,436.0,0.5908989471348083,0.4806504779093732
1041,victoria,victoria,1,120.0,11.0,0.7822362269644719,0.5026995073947956
1042,viernes,friday,7,3887.5714285714284,401.57142857142856,0.5739077767472441,0.291562620916074
1043,vilanova,vilanova,2,9246.5,944.5,0.5763324826589016,0.27305267678850503
1044,virginia,virginia,2,7152.0,732.0,0.6073411570249014,0.3010216205993731
1045,vista,good,11,5323.454545454545,547.3636363636364,0.5249040785588082,0.11007792707727528
1046,vista,view,8,5104.125,525.75,0.526621416127295,0.10058049823817614
1047,vistas,of,2,5390.5,554.5,0.5116441623376786,0.08137765753148875
1048,vistas,view,9,3434.777777777778,356.55555555555554,0.5521786493591482,0.12530628750851872
1049,vistazo,look,3,4902.333333333333,504.3333333333333,0.509520863075819,0.21922013498047313
1050,voy,am,13,4094.6153846153848,422.84615384615387,0.471374508565349,0.23368264859139723
1051,voy,i,6,3530.6666666666665,365.8333333333333,0.44793669590362545,0.55813884700393
1052,voy,leave,2,3672.5,385.0,0.44970352806878944,0.46805399845537793
1053,voy,leaving,3,4239.333333333333,439.3333333333333,0.4712738768298646,0.15280439756230546
1054,vázquez,vázquez,1,5283.0,548.0,0.5520445283533423,0.4979006294169255
1055,víctor,víctor,1,6340.0,651.0,0.516941576700876,0.1416361565735796
1056,y,a,52,5117.7307692307695,526.6923076923077,0.5340545110679433,0.1547510055087273
1057,y,and,57,4643.8421052631575,478.2280701754386,0.5468465697184498,0.14730269434065382
1058,y,past,47,5219.382978723404,537.3191489361702,0.5093018934941409,0.229926637517329
1059,y,quiet,28,5610.464285714285,577.25,0.49743870135844254,0.209578115831552
1060,y,seven,2,5550.0,572.0,0.5029661134396392,0.2640786895303703
1061,y,three,8,3854.5,398.875,0.49677878614101545,0.2110705362524804
1062,álvarez,álvarez,1,8499.0,865.0,0.6529357876652148,0.3516185604461294
1063,ángel,ángel,1,6361.0,653.0,0.6801607033939834,0.2660680634634665
