,vref,source,target,word_score
1078,GEN 1:4,darkness,das,1.140359289417608e-44
1079,GEN 1:4,darkness,licht,1.140359289417608e-44
1080,GEN 1:4,darkness,gut,3.1528524024911797e-44
1081,GEN 1:4,darkness,war,1.140359289417608e-44
1082,GEN 1:4,darkness,da,1.3141273529764346e-44
1083,GEN 1:4,darkness,schied,1.31166966052278e-40
1084,GEN 1:4,darkness,gott,1.140359289417608e-44
1085,GEN 1:4,darkness,das,1.140359289417608e-44
1086,GEN 1:4,darkness,licht,1.140359289417608e-44
1087,GEN 1:4,darkness,von,3.1528524024911797e-44
1088,GEN 1:4,darkness,der,1.140359289417608e-44
1089,GEN 1:4,darkness,finsternis,0.8250579889718437
1090,GEN 1:5,and,und,0.46856703561196517
1091,GEN 1:5,and,nannte,1.8828266413857645e-44
1092,GEN 1:5,and,das,8.081615099917022e-45
1093,GEN 1:5,and,licht,3.14453448175916e-14
1094,GEN 1:5,and,tag,1.2795131361631106e-44
1095,GEN 1:5,and,und,0.46856703561196517
1096,GEN 1:5,and,die,0.5938438995168998
1097,GEN 1:5,and,finsternis,8.802639472040341e-45
1098,GEN 1:5,and,nacht,3.315021109027003e-44
1099,GEN 1:5,and,da,0.10338236922019792
1100,GEN 1:5,and,ward,0.07646193604431946
1101,GEN 1:5,and,aus,3.1692328593453443e-44
1102,GEN 1:5,and,abend,3.2097216484005193e-41
1103,GEN 1:5,and,und,0.46856703561196517
1104,GEN 1:5,and,morgen,1.283345442646782e-44
1105,GEN 1:5,and,der,3.281363220917859e-45
1106,GEN 1:5,and,erste,3.1093884419981067e-44
1107,GEN 1:5,and,tag,1.2795131361631106e-44
1108,GEN 1:5,god,und,0.06149595236501601
1109,GEN 1:5,god,nannte,1.8828266413857645e-44
1110,GEN 1:5,god,das,4.879833343967585e-07
1111,GEN 1:5,god,licht,4.967283679763376e-45
1112,GEN 1:5,god,tag,1.2795131361631106e-44
1113,GEN 1:5,god,und,0.06149595236501601
1114,GEN 1:5,god,die,1.5005573611877436e-44
1115,GEN 1:5,god,finsternis,8.802639472040341e-45
1116,GEN 1:5,god,nacht,3.315021109027003e-44
1117,GEN 1:5,god,da,1.3141273529764346e-44
1118,GEN 1:5,god,ward,2.938483677831483e-42
1119,GEN 1:5,god,aus,3.1692328593453443e-44
1120,GEN 1:5,god,abend,3.2097216484005193e-41
1121,GEN 1:5,god,und,0.06149595236501601
1122,GEN 1:5,god,morgen,1.283345442646782e-44
1123,GEN 1:5,god,der,4.967283679763376e-45
1124,GEN 1:5,god,erste,3.1093884419981067e-44
1125,GEN 1:5,god,tag,1.2795131361631106e-44
1126,GEN 1:5,called,und,4.117891700834016e-35
1127,GEN 1:5,called,nannte,0.8966663736261189
1128,GEN 1:5,called,das,1.2801823742297671e-44
1129,GEN 1:5,called,licht,1.2801823742297671e-44
1130,GEN 1:5,called,tag,1.2801823742297671e-44
1131,GEN 1:5,called,und,4.117891700834016e-35
1132,GEN 1:5,called,die,1.5005573611877436e-44
1133,GEN 1:5,called,finsternis,1.2801823742297671e-44
1134,GEN 1:5,called,nacht,0.3352964825840344
1135,GEN 1:5,called,da,1.3141273529764346e-44
1136,GEN 1:5,called,ward,2.938483677831483e-42
1137,GEN 1:5,called,aus,3.1692328593453443e-44
1138,GEN 1:5,called,abend,3.2097216484005193e-41
1139,GEN 1:5,called,und,4.117891700834016e-35
1140,GEN 1:5,called,morgen,1.283345442646782e-44
1141,GEN 1:5,called,der,1.2801823742297671e-44
1142,GEN 1:5,called,erste,3.1093884419981067e-44
1143,GEN 1:5,called,tag,1.2801823742297671e-44
1144,GEN 1:5,the,und,0.14610905196998894
1145,GEN 1:5,the,nannte,1.8828266413857645e-44
1146,GEN 1:5,the,das,0.15967617248671018
1147,GEN 1:5,the,licht,9.310007295964305e-45
1148,GEN 1:5,the,tag,4.277440231936945e-30
1149,GEN 1:5,the,und,0.14610905196998894
1150,GEN 1:5,the,die,0.04000996343825453
1151,GEN 1:5,the,finsternis,7.596500191387484e-18
1152,GEN 1:5,the,nacht,5.899871803224763e-19
1153,GEN 1:5,the,da,6.9260502588048315e-06
1154,GEN 1:5,the,ward,2.938483677831483e-42
1155,GEN 1:5,the,aus,0.04574619240993952
1156,GEN 1:5,the,abend,0.04574617476024338
1157,GEN 1:5,the,und,0.14610905196998894
1158,GEN 1:5,the,morgen,0.04574622903481879
1159,GEN 1:5,the,der,0.5841401280850187
1160,GEN 1:5,the,erste,3.1093884419981067e-44
1161,GEN 1:5,the,tag,4.277440231936945e-30
1162,GEN 1:5,light,und,2.9013460455760736e-45
1163,GEN 1:5,light,nannte,1.8828266413857645e-44
1164,GEN 1:5,light,das,0.26245682292006023
1165,GEN 1:5,light,licht,0.8752866436196581
1166,GEN 1:5,light,tag,1.2795131361631106e-44
1167,GEN 1:5,light,und,2.9013460455760736e-45
1168,GEN 1:5,light,die,1.5005573611877436e-44
1169,GEN 1:5,light,finsternis,8.802639472040341e-45
1170,GEN 1:5,light,nacht,3.315021109027003e-44
1171,GEN 1:5,light,da,1.3141273529764346e-44
1172,GEN 1:5,light,ward,0.0004116546053135724
1173,GEN 1:5,light,aus,3.1692328593453443e-44
1174,GEN 1:5,light,abend,3.2097216484005193e-41
1175,GEN 1:5,light,und,2.9013460455760736e-45
1176,GEN 1:5,light,morgen,1.283345442646782e-44
1177,GEN 1:5,light,der,3.281363220917859e-45
1178,GEN 1:5,light,erste,3.1093884419981067e-44
1179,GEN 1:5,light,tag,1.2795131361631106e-44
1180,GEN 1:5,day,und,1.2682192144647973e-44
1181,GEN 1:5,day,nannte,1.8828266413857645e-44
1182,GEN 1:5,day,das,1.2682192144647973e-44
1183,GEN 1:5,day,licht,1.2682192144647973e-44
1184,GEN 1:5,day,tag,0.9257426073880187
1185,GEN 1:5,day,und,1.2682192144647973e-44
1186,GEN 1:5,day,die,1.5005573611877436e-44
1187,GEN 1:5,day,finsternis,1.2682192144647973e-44
1188,GEN 1:5,day,nacht,3.315021109027003e-44
1189,GEN 1:5,day,da,1.3141273529764346e-44
1190,GEN 1:5,day,ward,2.938483677831483e-42
1191,GEN 1:5,day,aus,3.1692328593453443e-44
1192,GEN 1:5,day,abend,3.2097216484005193e-41
1193,GEN 1:5,day,und,1.2682192144647973e-44
1194,GEN 1:5,day,morgen,1.283345442646782e-44
1195,GEN 1:5,day,der,1.2682192144647973e-44
1196,GEN 1:5,day,erste,3.1093884419981067e-44
1197,GEN 1:5,day,tag,0.9257426073880187
1198,GEN 1:5,and,und,0.46856703561196517
1199,GEN 1:5,and,nannte,1.8828266413857645e-44
1200,GEN 1:5,and,das,8.081615099917022e-45
1201,GEN 1:5,and,licht,3.14453448175916e-14
1202,GEN 1:5,and,tag,1.2795131361631106e-44
1203,GEN 1:5,and,und,0.46856703561196517
1204,GEN 1:5,and,die,0.5938438995168998
1205,GEN 1:5,and,finsternis,8.802639472040341e-45
1206,GEN 1:5,and,nacht,3.315021109027003e-44
1207,GEN 1:5,and,da,0.10338236922019792
1208,GEN 1:5,and,ward,0.07646193604431946
1209,GEN 1:5,and,aus,3.1692328593453443e-44
1210,GEN 1:5,and,abend,3.2097216484005193e-41
1211,GEN 1:5,and,und,0.46856703561196517
1212,GEN 1:5,and,morgen,1.283345442646782e-44
1213,GEN 1:5,and,der,3.281363220917859e-45
1214,GEN 1:5,and,erste,3.1093884419981067e-44
1215,GEN 1:5,and,tag,1.2795131361631106e-44
1216,GEN 1:5,the,und,0.14610905196998894
1217,GEN 1:5,the,nannte,1.8828266413857645e-44
1218,GEN 1:5,the,das,0.15967617248671018
1219,GEN 1:5,the,licht,9.310007295964305e-45
1220,GEN 1:5,the,tag,4.277440231936945e-30
1221,GEN 1:5,the,und,0.14610905196998894
1222,GEN 1:5,the,die,0.04000996343825453
1223,GEN 1:5,the,finsternis,7.596500191387484e-18
1224,GEN 1:5,the,nacht,5.899871803224763e-19
1225,GEN 1:5,the,da,6.9260502588048315e-06
1226,GEN 1:5,the,ward,2.938483677831483e-42
1227,GEN 1:5,the,aus,0.04574619240993952
1228,GEN 1:5,the,abend,0.04574617476024338
1229,GEN 1:5,the,und,0.14610905196998894
1230,GEN 1:5,the,morgen,0.04574622903481879
1231,GEN 1:5,the,der,0.5841401280850187
1232,GEN 1:5,the,erste,3.1093884419981067e-44
1233,GEN 1:5,the,tag,4.277440231936945e-30
1234,GEN 1:5,darkness,und,0.035054326826131216
1235,GEN 1:5,darkness,nannte,1.8828266413857645e-44
1236,GEN 1:5,darkness,das,1.140359289417608e-44
1237,GEN 1:5,darkness,licht,1.140359289417608e-44
1238,GEN 1:5,darkness,tag,1.2795131361631106e-44
1239,GEN 1:5,darkness,und,0.035054326826131216
1240,GEN 1:5,darkness,die,1.5005573611877436e-44
1241,GEN 1:5,darkness,finsternis,0.8250579889718437
1242,GEN 1:5,darkness,nacht,3.315021109027003e-44
1243,GEN 1:5,darkness,da,1.3141273529764346e-44
1244,GEN 1:5,darkness,ward,2.938483677831483e-42
1245,GEN 1:5,darkness,aus,3.1692328593453443e-44
1246,GEN 1:5,darkness,abend,3.2097216484005193e-41
1247,GEN 1:5,darkness,und,0.035054326826131216
1248,GEN 1:5,darkness,morgen,1.283345442646782e-44
1249,GEN 1:5,darkness,der,1.140359289417608e-44
1250,GEN 1:5,darkness,erste,3.1093884419981067e-44
1251,GEN 1:5,darkness,tag,1.2795131361631106e-44
1252,GEN 1:5,he,und,2.3775972047277766e-41
1253,GEN 1:5,he,nannte,2.3775972047277766e-41
1254,GEN 1:5,he,das,2.3775972047277766e-41
1255,GEN 1:5,he,licht,2.3775972047277766e-41
1256,GEN 1:5,he,tag,2.3775972047277766e-41
1257,GEN 1:5,he,und,2.3775972047277766e-41
1258,GEN 1:5,he,die,2.3775972047277766e-41
1259,GEN 1:5,he,finsternis,0.13917038871962945
1260,GEN 1:5,he,nacht,0.03244601509535687
1261,GEN 1:5,he,da,2.3775972047277766e-41
1262,GEN 1:5,he,ward,2.3775972047277766e-41
1263,GEN 1:5,he,aus,2.3775972047277766e-41
1264,GEN 1:5,he,abend,3.2097216484005193e-41
1265,GEN 1:5,he,und,2.3775972047277766e-41
1266,GEN 1:5,he,morgen,2.3775972047277766e-41
1267,GEN 1:5,he,der,2.3775972047277766e-41
1268,GEN 1:5,he,erste,2.3775972047277766e-41
1269,GEN 1:5,he,tag,2.3775972047277766e-41
1270,GEN 1:5,called,und,4.117891700834016e-35
1271,GEN 1:5,called,nannte,0.8966663736261189
1272,GEN 1:5,called,das,1.2801823742297671e-44
1273,GEN 1:5,called,licht,1.2801823742297671e-44
1274,GEN 1:5,called,tag,1.2801823742297671e-44
1275,GEN 1:5,called,und,4.117891700834016e-35
1276,GEN 1:5,called,die,1.5005573611877436e-44
1277,GEN 1:5,called,finsternis,1.2801823742297671e-44
1278,GEN 1:5,called,nacht,0.3352964825840344
1279,GEN 1:5,called,da,1.3141273529764346e-44
1280,GEN 1:5,called,ward,2.938483677831483e-42
1281,GEN 1:5,called,aus,3.1692328593453443e-44
1282,GEN 1:5,called,abend,3.2097216484005193e-41
1283,GEN 1:5,called,und,4.117891700834016e-35
1284,GEN 1:5,called,morgen,1.283345442646782e-44
1285,GEN 1:5,called,der,1.2801823742297671e-44
1286,GEN 1:5,called,erste,3.1093884419981067e-44
1287,GEN 1:5,called,tag,1.2801823742297671e-44
1288,GEN 1:5,night,und,2.3775972047277766e-41
1289,GEN 1:5,night,nannte,2.3775972047277766e-41
1290,GEN 1:5,night,das,2.3775972047277766e-41
1291,GEN 1:5,night,licht,2.3775972047277766e-41
1292,GEN 1:5,night,tag,2.3775972047277766e-41
1293,GEN 1:5,night,und,2.3775972047277766e-41
1294,GEN 1:5,night,die,2.3775972047277766e-41
1295,GEN 1:5,night,finsternis,2.3775972047277766e-41
1296,GEN 1:5,night,nacht,0.003013638060074766
1297,GEN 1:5,night,da,0.26378371964128133
1298,GEN 1:5,night,ward,2.3775972047277766e-41
1299,GEN 1:5,night,aus,2.3775972047277766e-41
1300,GEN 1:5,night,abend,3.2097216484005193e-41
1301,GEN 1:5,night,und,2.3775972047277766e-41
1302,GEN 1:5,night,morgen,2.3775972047277766e-41
1303,GEN 1:5,night,der,2.3775972047277766e-41
1304,GEN 1:5,night,erste,2.3775972047277766e-41
1305,GEN 1:5,night,tag,2.3775972047277766e-41
1306,GEN 1:5,and,und,0.46856703561196517
1307,GEN 1:5,and,nannte,1.8828266413857645e-44
1308,GEN 1:5,and,das,8.081615099917022e-45
1309,GEN 1:5,and,licht,3.14453448175916e-14
1310,GEN 1:5,and,tag,1.2795131361631106e-44
1311,GEN 1:5,and,und,0.46856703561196517
1312,GEN 1:5,and,die,0.5938438995168998
1313,GEN 1:5,and,finsternis,8.802639472040341e-45
1314,GEN 1:5,and,nacht,3.315021109027003e-44
1315,GEN 1:5,and,da,0.10338236922019792
1316,GEN 1:5,and,ward,0.07646193604431946
1317,GEN 1:5,and,aus,3.1692328593453443e-44
1318,GEN 1:5,and,abend,3.2097216484005193e-41
1319,GEN 1:5,and,und,0.46856703561196517
1320,GEN 1:5,and,morgen,1.283345442646782e-44
1321,GEN 1:5,and,der,3.281363220917859e-45
1322,GEN 1:5,and,erste,3.1093884419981067e-44
1323,GEN 1:5,and,tag,1.2795131361631106e-44
1324,GEN 1:5,the,und,0.14610905196998894
1325,GEN 1:5,the,nannte,1.8828266413857645e-44
1326,GEN 1:5,the,das,0.15967617248671018
1327,GEN 1:5,the,licht,9.310007295964305e-45
1328,GEN 1:5,the,tag,4.277440231936945e-30
1329,GEN 1:5,the,und,0.14610905196998894
1330,GEN 1:5,the,die,0.04000996343825453
1331,GEN 1:5,the,finsternis,7.596500191387484e-18
1332,GEN 1:5,the,nacht,5.899871803224763e-19
1333,GEN 1:5,the,da,6.9260502588048315e-06
1334,GEN 1:5,the,ward,2.938483677831483e-42
1335,GEN 1:5,the,aus,0.04574619240993952
1336,GEN 1:5,the,abend,0.04574617476024338
1337,GEN 1:5,the,und,0.14610905196998894
1338,GEN 1:5,the,morgen,0.04574622903481879
1339,GEN 1:5,the,der,0.5841401280850187
1340,GEN 1:5,the,erste,3.1093884419981067e-44
1341,GEN 1:5,the,tag,4.277440231936945e-30
1342,GEN 1:5,evening,und,2.3775972047277766e-41
1343,GEN 1:5,evening,nannte,2.3775972047277766e-41
1344,GEN 1:5,evening,das,2.3775972047277766e-41
1345,GEN 1:5,evening,licht,2.3775972047277766e-41
1346,GEN 1:5,evening,tag,2.3775972047277766e-41
1347,GEN 1:5,evening,und,2.3775972047277766e-41
1348,GEN 1:5,evening,die,2.3775972047277766e-41
1349,GEN 1:5,evening,finsternis,2.3775972047277766e-41
1350,GEN 1:5,evening,nacht,2.3775972047277766e-41
1351,GEN 1:5,evening,da,2.3775972047277766e-41
1352,GEN 1:5,evening,ward,2.3775972047277766e-41
1353,GEN 1:5,evening,aus,0.8330326930521595
1354,GEN 1:5,evening,abend,4.182222972309775e-16
1355,GEN 1:5,evening,und,2.3775972047277766e-41
1356,GEN 1:5,evening,morgen,2.3775972047277766e-41
1357,GEN 1:5,evening,der,2.3775972047277766e-41
1358,GEN 1:5,evening,erste,2.3775972047277766e-41
1359,GEN 1:5,evening,tag,2.3775972047277766e-41
1360,GEN 1:5,and,und,0.46856703561196517
1361,GEN 1:5,and,nannte,1.8828266413857645e-44
1362,GEN 1:5,and,das,8.081615099917022e-45
1363,GEN 1:5,and,licht,3.14453448175916e-14
1364,GEN 1:5,and,tag,1.2795131361631106e-44
1365,GEN 1:5,and,und,0.46856703561196517
1366,GEN 1:5,and,die,0.5938438995168998
1367,GEN 1:5,and,finsternis,8.802639472040341e-45
1368,GEN 1:5,and,nacht,3.315021109027003e-44
1369,GEN 1:5,and,da,0.10338236922019792
1370,GEN 1:5,and,ward,0.07646193604431946
1371,GEN 1:5,and,aus,3.1692328593453443e-44
1372,GEN 1:5,and,abend,3.2097216484005193e-41
1373,GEN 1:5,and,und,0.46856703561196517
1374,GEN 1:5,and,morgen,1.283345442646782e-44
1375,GEN 1:5,and,der,3.281363220917859e-45
1376,GEN 1:5,and,erste,3.1093884419981067e-44
1377,GEN 1:5,and,tag,1.2795131361631106e-44
1378,GEN 1:5,the,und,0.14610905196998894
1379,GEN 1:5,the,nannte,1.8828266413857645e-44
1380,GEN 1:5,the,das,0.15967617248671018
1381,GEN 1:5,the,licht,9.310007295964305e-45
1382,GEN 1:5,the,tag,4.277440231936945e-30
1383,GEN 1:5,the,und,0.14610905196998894
1384,GEN 1:5,the,die,0.04000996343825453
1385,GEN 1:5,the,finsternis,7.596500191387484e-18
1386,GEN 1:5,the,nacht,5.899871803224763e-19
1387,GEN 1:5,the,da,6.9260502588048315e-06
1388,GEN 1:5,the,ward,2.938483677831483e-42
1389,GEN 1:5,the,aus,0.04574619240993952
1390,GEN 1:5,the,abend,0.04574617476024338
1391,GEN 1:5,the,und,0.14610905196998894
1392,GEN 1:5,the,morgen,0.04574622903481879
1393,GEN 1:5,the,der,0.5841401280850187
1394,GEN 1:5,the,erste,3.1093884419981067e-44
1395,GEN 1:5,the,tag,4.277440231936945e-30
1396,GEN 1:5,morning,und,2.3775972047277766e-41
1397,GEN 1:5,morning,nannte,2.3775972047277766e-41
1398,GEN 1:5,morning,das,2.3775972047277766e-41
1399,GEN 1:5,morning,licht,2.3775972047277766e-41
1400,GEN 1:5,morning,tag,2.3775972047277766e-41
1401,GEN 1:5,morning,und,2.3775972047277766e-41
1402,GEN 1:5,morning,die,2.3775972047277766e-41
1403,GEN 1:5,morning,finsternis,2.3775972047277766e-41
1404,GEN 1:5,morning,nacht,2.3775972047277766e-41
1405,GEN 1:5,morning,da,2.3775972047277766e-41
1406,GEN 1:5,morning,ward,2.3775972047277766e-41
1407,GEN 1:5,morning,aus,2.3775972047277766e-41
1408,GEN 1:5,morning,abend,3.2097216484005193e-41
1409,GEN 1:5,morning,und,2.3775972047277766e-41
1410,GEN 1:5,morning,morgen,0.34498049464585956
1411,GEN 1:5,morning,der,2.3775972047277766e-41
1412,GEN 1:5,morning,erste,2.3775972047277766e-41
1413,GEN 1:5,morning,tag,2.3775972047277766e-41
1414,GEN 1:5,were,und,2.3775972047277766e-41
1415,GEN 1:5,were,nannte,2.3775972047277766e-41
1416,GEN 1:5,were,das,2.3775972047277766e-41
1417,GEN 1:5,were,licht,2.3775972047277766e-41
1418,GEN 1:5,were,tag,2.3775972047277766e-41
1419,GEN 1:5,were,und,2.3775972047277766e-41
1420,GEN 1:5,were,die,2.3775972047277766e-41
1421,GEN 1:5,were,finsternis,2.3775972047277766e-41
1422,GEN 1:5,were,nacht,2.3775972047277766e-41
1423,GEN 1:5,were,da,2.3775972047277766e-41
1424,GEN 1:5,were,ward,2.3775972047277766e-41
1425,GEN 1:5,were,aus,2.3775972047277766e-41
1426,GEN 1:5,were,abend,3.2097216484005193e-41
1427,GEN 1:5,were,und,2.3775972047277766e-41
1428,GEN 1:5,were,morgen,0.34498049464585956
1429,GEN 1:5,were,der,2.3775972047277766e-41
1430,GEN 1:5,were,erste,2.3775972047277766e-41
1431,GEN 1:5,were,tag,2.3775972047277766e-41
1432,GEN 1:5,the,und,0.14610905196998894
1433,GEN 1:5,the,nannte,1.8828266413857645e-44
1434,GEN 1:5,the,das,0.15967617248671018
1435,GEN 1:5,the,licht,9.310007295964305e-45
1436,GEN 1:5,the,tag,4.277440231936945e-30
1437,GEN 1:5,the,und,0.14610905196998894
1438,GEN 1:5,the,die,0.04000996343825453
1439,GEN 1:5,the,finsternis,7.596500191387484e-18
1440,GEN 1:5,the,nacht,5.899871803224763e-19
1441,GEN 1:5,the,da,6.9260502588048315e-06
1442,GEN 1:5,the,ward,2.938483677831483e-42
1443,GEN 1:5,the,aus,0.04574619240993952
1444,GEN 1:5,the,abend,0.04574617476024338
1445,GEN 1:5,the,und,0.14610905196998894
1446,GEN 1:5,the,morgen,0.04574622903481879
1447,GEN 1:5,the,der,0.5841401280850187
1448,GEN 1:5,the,erste,3.1093884419981067e-44
1449,GEN 1:5,the,tag,4.277440231936945e-30
1450,GEN 1:5,first,und,3.0258102895763997e-44
1451,GEN 1:5,first,nannte,3.0258102895763997e-44
1452,GEN 1:5,first,das,3.0258102895763997e-44
1453,GEN 1:5,first,licht,3.0258102895763997e-44
1454,GEN 1:5,first,tag,3.0258102895763997e-44
1455,GEN 1:5,first,und,3.0258102895763997e-44
1456,GEN 1:5,first,die,3.0258102895763997e-44
1457,GEN 1:5,first,finsternis,3.0258102895763997e-44
1458,GEN 1:5,first,nacht,3.315021109027003e-44
1459,GEN 1:5,first,da,3.0258102895763997e-44
1460,GEN 1:5,first,ward,2.938483677831483e-42
1461,GEN 1:5,first,aus,3.1692328593453443e-44
1462,GEN 1:5,first,abend,3.2097216484005193e-41
1463,GEN 1:5,first,und,3.0258102895763997e-44
1464,GEN 1:5,first,morgen,3.0258102895763997e-44
1465,GEN 1:5,first,der,3.0258102895763997e-44
1466,GEN 1:5,first,erste,0.8358453827944569
1467,GEN 1:5,first,tag,3.0258102895763997e-44
1468,GEN 1:5,day,und,1.2682192144647973e-44
1469,GEN 1:5,day,nannte,1.8828266413857645e-44
1470,GEN 1:5,day,das,1.2682192144647973e-44
1471,GEN 1:5,day,licht,1.2682192144647973e-44
1472,GEN 1:5,day,tag,0.9257426073880187
1473,GEN 1:5,day,und,1.2682192144647973e-44
1474,GEN 1:5,day,die,1.5005573611877436e-44
1475,GEN 1:5,day,finsternis,1.2682192144647973e-44
1476,GEN 1:5,day,nacht,3.315021109027003e-44
1477,GEN 1:5,day,da,1.3141273529764346e-44
1478,GEN 1:5,day,ward,2.938483677831483e-42
1479,GEN 1:5,day,aus,3.1692328593453443e-44
1480,GEN 1:5,day,abend,3.2097216484005193e-41
1481,GEN 1:5,day,und,1.2682192144647973e-44
1482,GEN 1:5,day,morgen,1.283345442646782e-44
1483,GEN 1:5,day,der,1.2682192144647973e-44
1484,GEN 1:5,day,erste,3.1093884419981067e-44
1485,GEN 1:5,day,tag,0.9257426073880187
