,vref,source,target,translation_score
874,GEN 1:5,were,יְהִי,0.2239867416044435
875,GEN 1:5,were,בֹ֖קֶר,2.2667616281447932e-41
876,GEN 1:5,were,י֥וֹם,2.9625158435649446e-43
877,GEN 1:5,were,אֶחָֽד,2.9625158435649446e-43
878,GEN 1:5,darkness,וַ,2.190025425728735e-44
879,GEN 1:5,darkness,יִּקְרָ֨א,4.2841006850103075e-44
880,GEN 1:5,darkness,אֱלֹהִ֤ים,2.4270618182763144e-44
881,GEN 1:5,darkness,לָ,2.190025425728735e-44
882,GEN 1:5,darkness,אוֹר֙,3.1116331544814205e-44
883,GEN 1:5,darkness,י֔וֹם,6.813989382420939e-41
884,GEN 1:5,darkness,וְ,0.16279887276760674
885,GEN 1:5,darkness,לַ,3.10946135119109e-44
886,GEN 1:5,darkness,חֹ֖שֶׁךְ,3.7111474554393335e-13
887,GEN 1:5,darkness,קָ֣רָא,4.2380535334975654e-44
888,GEN 1:5,darkness,לָ֑יְלָה,5.242166231718313e-43
889,GEN 1:5,darkness,וַֽ,2.190025425728735e-44
890,GEN 1:5,darkness,יְהִי,2.190025425728735e-44
891,GEN 1:5,darkness,עֶ֥רֶב,2.190025425728735e-44
892,GEN 1:5,darkness,וַֽ,2.190025425728735e-44
893,GEN 1:5,darkness,יְהִי,2.190025425728735e-44
894,GEN 1:5,darkness,בֹ֖קֶר,2.2667616281447932e-41
895,GEN 1:5,darkness,י֥וֹם,3.1093884419981067e-44
896,GEN 1:5,darkness,אֶחָֽד,3.107146830481551e-44
897,GEN 1:5,he,וַ,1.0567423669414827e-41
898,GEN 1:5,he,יִּקְרָ֨א,1.0567423669414827e-41
899,GEN 1:5,he,אֱלֹהִ֤ים,1.0567423669414827e-41
900,GEN 1:5,he,לָ,1.0567423669414827e-41
901,GEN 1:5,he,אוֹר֙,1.0567423669414827e-41
902,GEN 1:5,he,י֔וֹם,6.813989382420939e-41
903,GEN 1:5,he,וְ,1.0567423669414827e-41
904,GEN 1:5,he,לַ,0.8358419512511684
905,GEN 1:5,he,חֹ֖שֶׁךְ,1.0567423669414827e-41
906,GEN 1:5,he,קָ֣רָא,1.0567423669414827e-41
907,GEN 1:5,he,לָ֑יְלָה,1.0567423669414827e-41
908,GEN 1:5,he,וַֽ,1.0567423669414827e-41
909,GEN 1:5,he,יְהִי,1.0567423669414827e-41
910,GEN 1:5,he,עֶ֥רֶב,1.0567423669414827e-41
911,GEN 1:5,he,וַֽ,1.0567423669414827e-41
912,GEN 1:5,he,יְהִי,1.0567423669414827e-41
913,GEN 1:5,he,בֹ֖קֶר,2.2667616281447932e-41
914,GEN 1:5,he,י֥וֹם,1.0567423669414827e-41
915,GEN 1:5,he,אֶחָֽד,1.0567423669414827e-41
916,GEN 1:5,light,וַ,5.657164227752864e-45
917,GEN 1:5,light,יִּקְרָ֨א,4.2841006850103075e-44
918,GEN 1:5,light,אֱלֹהִ֤ים,2.4270618182763144e-44
919,GEN 1:5,light,לָ,5.657164227752864e-45
920,GEN 1:5,light,אוֹר֙,3.1116331544814205e-44
921,GEN 1:5,light,י֔וֹם,6.813989382420939e-41
922,GEN 1:5,light,וְ,5.657164227752864e-45
923,GEN 1:5,light,לַ,3.10946135119109e-44
924,GEN 1:5,light,חֹ֖שֶׁךְ,1.3613895764877286e-44
925,GEN 1:5,light,קָ֣רָא,4.2380535334975654e-44
926,GEN 1:5,light,לָ֑יְלָה,5.242166231718313e-43
927,GEN 1:5,light,וַֽ,4.5751442645072464e-07
928,GEN 1:5,light,יְהִי,5.657164227752864e-45
929,GEN 1:5,light,עֶ֥רֶב,2.014921713307237e-44
930,GEN 1:5,light,וַֽ,4.5751442645072464e-07
931,GEN 1:5,light,יְהִי,5.657164227752864e-45
932,GEN 1:5,light,בֹ֖קֶר,2.2667616281447932e-41
933,GEN 1:5,light,י֥וֹם,3.1093884419981067e-44
934,GEN 1:5,light,אֶחָֽד,3.107146830481551e-44
935,GEN 1:6,god,וַ,0.5560436020393996
936,GEN 1:6,god,יֹּ֣אמֶר,1.3187264993569695e-44
937,GEN 1:6,god,אֱלֹהִ֔ים,0.8285411507311045
938,GEN 1:6,god,יְהִ֥י,1.2607864197647514e-44
939,GEN 1:6,god,רָקִ֖יעַ,2.98561390540376e-44
940,GEN 1:6,god,בְּ,1.2318713270959249e-44
941,GEN 1:6,god,ת֣וֹךְ,2.98561390540376e-44
942,GEN 1:6,god,הַ,2.4274206584404642e-45
943,GEN 1:6,god,מָּ֑יִם,1.5402794977810165e-41
944,GEN 1:6,god,וִ,1.5465797087194255e-41
945,GEN 1:6,god,יהִ֣י,2.713971668412661e-44
946,GEN 1:6,god,מַבְדִּ֔יל,1.8598580385154085e-44
947,GEN 1:6,god,בֵּ֥ין,1.407551598604343e-44
948,GEN 1:6,god,מַ֖יִם,2.0698147520202409e-44
949,GEN 1:6,god,לָ,3.5025641041379545e-45
950,GEN 1:6,god,מָֽיִם,2.3124820782251247e-44
951,GEN 1:6,and,וַ,0.5276854587506671
952,GEN 1:6,and,יֹּ֣אמֶר,1.3187264993569695e-44
953,GEN 1:6,and,אֱלֹהִ֔ים,2.1879247662446834e-44
954,GEN 1:6,and,יְהִ֥י,1.2607864197647514e-44
955,GEN 1:6,and,רָקִ֖יעַ,2.98561390540376e-44
956,GEN 1:6,and,בְּ,1.2318713270959249e-44
957,GEN 1:6,and,ת֣וֹךְ,2.98561390540376e-44
958,GEN 1:6,and,הַ,1.6235816282880867e-45
959,GEN 1:6,and,מָּ֑יִם,1.5402794977810165e-41
960,GEN 1:6,and,וִ,1.5465797087194255e-41
961,GEN 1:6,and,יהִ֣י,2.713971668412661e-44
962,GEN 1:6,and,מַבְדִּ֔יל,1.8598580385154085e-44
963,GEN 1:6,and,בֵּ֥ין,1.407551598604343e-44
964,GEN 1:6,and,מַ֖יִם,2.0698147520202409e-44
965,GEN 1:6,and,לָ,1.620568948158218e-42
966,GEN 1:6,and,מָֽיִם,2.3124820782251247e-44
967,GEN 1:6,in,וַ,7.966805589069344e-45
968,GEN 1:6,in,יֹּ֣אמֶר,1.3187264993569695e-44
969,GEN 1:6,in,אֱלֹהִ֔ים,9.934849821556674e-45
970,GEN 1:6,in,יְהִ֥י,1.2607864197647514e-44
971,GEN 1:6,in,רָקִ֖יעַ,2.98561390540376e-44
972,GEN 1:6,in,בְּ,0.8912732054725461
973,GEN 1:6,in,ת֣וֹךְ,2.98561390540376e-44
974,GEN 1:6,in,הַ,7.966805589069344e-45
975,GEN 1:6,in,מָּ֑יִם,1.5402794977810165e-41
976,GEN 1:6,in,וִ,1.5465797087194255e-41
977,GEN 1:6,in,יהִ֣י,2.713971668412661e-44
978,GEN 1:6,in,מַבְדִּ֔יל,1.8598580385154085e-44
979,GEN 1:6,in,בֵּ֥ין,1.407551598604343e-44
980,GEN 1:6,in,מַ֖יִם,2.0698147520202409e-44
981,GEN 1:6,in,לָ,7.966805589069344e-45
982,GEN 1:6,in,מָֽיִם,2.3124820782251247e-44
983,GEN 1:6,it,וַ,1.0846836363097586e-44
984,GEN 1:6,it,יֹּ֣אמֶר,1.3187264993569695e-44
985,GEN 1:6,it,אֱלֹהִ֔ים,1.0846836363097586e-44
986,GEN 1:6,it,יְהִ֥י,1.2607864197647514e-44
987,GEN 1:6,it,רָקִ֖יעַ,2.98561390540376e-44
988,GEN 1:6,it,בְּ,1.2318713270959249e-44
989,GEN 1:6,it,ת֣וֹךְ,2.98561390540376e-44
990,GEN 1:6,it,הַ,1.0846836363097586e-44
991,GEN 1:6,it,מָּ֑יִם,1.5402794977810165e-41
992,GEN 1:6,it,וִ,1.5465797087194255e-41
993,GEN 1:6,it,יהִ֣י,2.713971668412661e-44
994,GEN 1:6,it,מַבְדִּ֔יל,0.09860196357533718
995,GEN 1:6,it,בֵּ֥ין,0.12641473869642098
996,GEN 1:6,it,מַ֖יִם,2.0698147520202409e-44
997,GEN 1:6,it,לָ,0.001243081711787977
998,GEN 1:6,it,מָֽיִם,2.3124820782251247e-44
999,GEN 1:6,of,וַ,5.029307559270685e-45
1000,GEN 1:6,of,יֹּ֣אמֶר,1.3187264993569695e-44
1001,GEN 1:6,of,אֱלֹהִ֔ים,1.135708489771922e-40
1002,GEN 1:6,of,יְהִ֥י,1.2607864197647514e-44
1003,GEN 1:6,of,רָקִ֖יעַ,2.98561390540376e-44
1004,GEN 1:6,of,בְּ,1.2318713270959249e-44
1005,GEN 1:6,of,ת֣וֹךְ,2.98561390540376e-44
1006,GEN 1:6,of,הַ,0.06429352399916209
1007,GEN 1:6,of,מָּ֑יִם,1.5402794977810165e-41
1008,GEN 1:6,of,וִ,1.5465797087194255e-41
1009,GEN 1:6,of,יהִ֣י,2.713971668412661e-44
1010,GEN 1:6,of,מַבְדִּ֔יל,1.8598580385154085e-44
1011,GEN 1:6,of,בֵּ֥ין,1.407551598604343e-44
1012,GEN 1:6,of,מַ֖יִם,2.0698147520202409e-44
1013,GEN 1:6,of,לָ,5.029307559270685e-45
1014,GEN 1:6,of,מָֽיִם,2.3124820782251247e-44
1015,GEN 1:6,be,וַ,2.7305988508387843e-44
1016,GEN 1:6,be,יֹּ֣אמֶר,2.7305988508387843e-44
1017,GEN 1:6,be,אֱלֹהִ֔ים,2.7305988508387843e-44
1018,GEN 1:6,be,יְהִ֥י,0.7340215929414802
1019,GEN 1:6,be,רָקִ֖יעַ,2.98561390540376e-44
1020,GEN 1:6,be,בְּ,2.7305988508387843e-44
1021,GEN 1:6,be,ת֣וֹךְ,2.98561390540376e-44
1022,GEN 1:6,be,הַ,2.7305988508387843e-44
1023,GEN 1:6,be,מָּ֑יִם,1.5402794977810165e-41
1024,GEN 1:6,be,וִ,1.5465797087194255e-41
1025,GEN 1:6,be,יהִ֣י,2.7305988508387843e-44
1026,GEN 1:6,be,מַבְדִּ֔יל,2.7305988508387843e-44
1027,GEN 1:6,be,בֵּ֥ין,2.7305988508387843e-44
1028,GEN 1:6,be,מַ֖יִם,2.7305988508387843e-44
1029,GEN 1:6,be,לָ,2.7305988508387843e-44
1030,GEN 1:6,be,מָֽיִם,2.7305988508387843e-44
1031,GEN 1:6,firmament,וַ,1.0850964664653204e-44
1032,GEN 1:6,firmament,יֹּ֣אמֶר,1.3187264993569695e-44
1033,GEN 1:6,firmament,אֱלֹהִ֔ים,1.0850964664653204e-44
1034,GEN 1:6,firmament,יְהִ֥י,1.2607864197647514e-44
1035,GEN 1:6,firmament,רָקִ֖יעַ,2.98561390540376e-44
1036,GEN 1:6,firmament,בְּ,1.2318713270959249e-44
1037,GEN 1:6,firmament,ת֣וֹךְ,2.98561390540376e-44
1038,GEN 1:6,firmament,הַ,0.06629494411822281
1039,GEN 1:6,firmament,מָּ֑יִם,1.5402794977810165e-41
1040,GEN 1:6,firmament,וִ,1.5465797087194255e-41
1041,GEN 1:6,firmament,יהִ֣י,2.713971668412661e-44
1042,GEN 1:6,firmament,מַבְדִּ֔יל,1.8598580385154085e-44
1043,GEN 1:6,firmament,בֵּ֥ין,1.407551598604343e-44
1044,GEN 1:6,firmament,מַ֖יִם,2.0698147520202409e-44
1045,GEN 1:6,firmament,לָ,0.20458897959381656
1046,GEN 1:6,firmament,מָֽיִם,2.3124820782251247e-44
1047,GEN 1:6,midst,וַ,1.54658685774318e-41
1048,GEN 1:6,midst,יֹּ֣אמֶר,1.54658685774318e-41
1049,GEN 1:6,midst,אֱלֹהִ֔ים,1.54658685774318e-41
1050,GEN 1:6,midst,יְהִ֥י,1.54658685774318e-41
1051,GEN 1:6,midst,רָקִ֖יעַ,1.54658685774318e-41
1052,GEN 1:6,midst,בְּ,1.54658685774318e-41
1053,GEN 1:6,midst,ת֣וֹךְ,0.8025731246479577
1054,GEN 1:6,midst,הַ,1.54658685774318e-41
1055,GEN 1:6,midst,מָּ֑יִם,1.54658685774318e-41
1056,GEN 1:6,midst,וִ,1.54658685774318e-41
1057,GEN 1:6,midst,יהִ֣י,1.54658685774318e-41
1058,GEN 1:6,midst,מַבְדִּ֔יל,1.54658685774318e-41
1059,GEN 1:6,midst,בֵּ֥ין,1.54658685774318e-41
1060,GEN 1:6,midst,מַ֖יִם,1.54658685774318e-41
1061,GEN 1:6,midst,לָ,1.54658685774318e-41
1062,GEN 1:6,midst,מָֽיִם,1.54658685774318e-41
1063,GEN 1:6,waters,וַ,3.0358735002771285e-45
1064,GEN 1:6,waters,יֹּ֣אמֶר,1.3187264993569695e-44
1065,GEN 1:6,waters,אֱלֹהִ֔ים,9.934849821556674e-45
1066,GEN 1:6,waters,יְהִ֥י,1.2607864197647514e-44
1067,GEN 1:6,waters,רָקִ֖יעַ,2.98561390540376e-44
1068,GEN 1:6,waters,בְּ,1.2318713270959249e-44
1069,GEN 1:6,waters,ת֣וֹךְ,2.98561390540376e-44
1070,GEN 1:6,waters,הַ,0.19674111259270372
1071,GEN 1:6,waters,מָּ֑יִם,1.5402794977810165e-41
1072,GEN 1:6,waters,וִ,0.08159735713211085
1073,GEN 1:6,waters,יהִ֣י,0.08160477253076269
1074,GEN 1:6,waters,מַבְדִּ֔יל,0.08160820830129287
1075,GEN 1:6,waters,בֵּ֥ין,1.407551598604343e-44
1076,GEN 1:6,waters,מַ֖יִם,0.8588853235615727
1077,GEN 1:6,waters,לָ,0.1595388641045115
1078,GEN 1:6,waters,מָֽיִם,0.8435328352452707
1079,GEN 1:6,let,וַ,2.7310124134176563e-44
1080,GEN 1:6,let,יֹּ֣אמֶר,0.31169552207164797
1081,GEN 1:6,let,אֱלֹהִ֔ים,2.7310124134176563e-44
1082,GEN 1:6,let,יְהִ֥י,2.7310124134176563e-44
1083,GEN 1:6,let,רָקִ֖יעַ,2.98561390540376e-44
1084,GEN 1:6,let,בְּ,2.7310124134176563e-44
1085,GEN 1:6,let,ת֣וֹךְ,2.98561390540376e-44
1086,GEN 1:6,let,הַ,2.7310124134176563e-44
1087,GEN 1:6,let,מָּ֑יִם,1.5402794977810165e-41
1088,GEN 1:6,let,וִ,1.5465797087194255e-41
1089,GEN 1:6,let,יהִ֣י,0.8188115910741801
1090,GEN 1:6,let,מַבְדִּ֔יל,2.7310124134176563e-44
1091,GEN 1:6,let,בֵּ֥ין,2.7310124134176563e-44
1092,GEN 1:6,let,מַ֖יִם,2.7310124134176563e-44
1093,GEN 1:6,let,לָ,2.7310124134176563e-44
1094,GEN 1:6,let,מָֽיִם,2.7310124134176563e-44
1095,GEN 1:6,there,וַ,2.3722282452687436e-44
1096,GEN 1:6,there,יֹּ֣אמֶר,2.3722282452687436e-44
1097,GEN 1:6,there,אֱלֹהִ֔ים,2.3722282452687436e-44
1098,GEN 1:6,there,יְהִ֥י,0.3389163247008095
1099,GEN 1:6,there,רָקִ֖יעַ,2.98561390540376e-44
1100,GEN 1:6,there,בְּ,2.3722282452687436e-44
1101,GEN 1:6,there,ת֣וֹךְ,2.98561390540376e-44
1102,GEN 1:6,there,הַ,2.3722282452687436e-44
1103,GEN 1:6,there,מָּ֑יִם,1.5402794977810165e-41
1104,GEN 1:6,there,וִ,1.5465797087194255e-41
1105,GEN 1:6,there,יהִ֣י,2.713971668412661e-44
1106,GEN 1:6,there,מַבְדִּ֔יל,2.3722282452687436e-44
1107,GEN 1:6,there,בֵּ֥ין,2.3722282452687436e-44
1108,GEN 1:6,there,מַ֖יִם,2.3722282452687436e-44
1109,GEN 1:6,there,לָ,2.3722282452687436e-44
1110,GEN 1:6,there,מָֽיִם,2.3722282452687436e-44
1111,GEN 1:6,a,וַ,2.9856136996129754e-44
1112,GEN 1:6,a,יֹּ֣אמֶר,2.9856136996129754e-44
1113,GEN 1:6,a,אֱלֹהִ֔ים,2.9856136996129754e-44
1114,GEN 1:6,a,יְהִ֥י,2.9871803771057805e-44
1115,GEN 1:6,a,רָקִ֖יעַ,0.8025731246479577
1116,GEN 1:6,a,בְּ,2.9856136996129754e-44
1117,GEN 1:6,a,ת֣וֹךְ,2.98561390540376e-44
1118,GEN 1:6,a,הַ,2.9856136996129754e-44
1119,GEN 1:6,a,מָּ֑יִם,1.5402794977810165e-41
1120,GEN 1:6,a,וִ,1.5465797087194255e-41
1121,GEN 1:6,a,יהִ֣י,2.9856136996129754e-44
1122,GEN 1:6,a,מַבְדִּ֔יל,2.9856136996129754e-44
1123,GEN 1:6,a,בֵּ֥ין,2.9856136996129754e-44
1124,GEN 1:6,a,מַ֖יִם,2.9856136996129754e-44
1125,GEN 1:6,a,לָ,2.9856136996129754e-44
1126,GEN 1:6,a,מָֽיִם,2.9856136996129754e-44
1127,GEN 1:6,from,וַ,7.523583353194511e-45
1128,GEN 1:6,from,יֹּ֣אמֶר,1.3187264993569695e-44
1129,GEN 1:6,from,אֱלֹהִ֔ים,9.934849821556674e-45
1130,GEN 1:6,from,יְהִ֥י,1.2607864197647514e-44
1131,GEN 1:6,from,רָקִ֖יעַ,2.98561390540376e-44
1132,GEN 1:6,from,בְּ,1.2318713270959249e-44
1133,GEN 1:6,from,ת֣וֹךְ,2.98561390540376e-44
1134,GEN 1:6,from,הַ,7.523583353194511e-45
1135,GEN 1:6,from,מָּ֑יִם,1.5402794977810165e-41
1136,GEN 1:6,from,וִ,1.5465797087194255e-41
1137,GEN 1:6,from,יהִ֣י,2.713971668412661e-44
1138,GEN 1:6,from,מַבְדִּ֔יל,1.8598580385154085e-44
1139,GEN 1:6,from,בֵּ֥ין,6.38022566386942e-44
1140,GEN 1:6,from,מַ֖יִם,2.0698147520202409e-44
1141,GEN 1:6,from,לָ,0.12254450808327119
1142,GEN 1:6,from,מָֽיִם,2.3124820782251247e-44
1143,GEN 1:6,the,וַ,5.251540997509585e-40
1144,GEN 1:6,the,יֹּ֣אמֶר,1.3187264993569695e-44
1145,GEN 1:6,the,אֱלֹהִ֔ים,1.5211088961024258e-07
1146,GEN 1:6,the,יְהִ֥י,1.2607864197647514e-44
1147,GEN 1:6,the,רָקִ֖יעַ,2.98561390540376e-44
1148,GEN 1:6,the,בְּ,1.882073617779845e-44
1149,GEN 1:6,the,ת֣וֹךְ,0.016521283101579968
1150,GEN 1:6,the,הַ,0.3845855918695002
1151,GEN 1:6,the,מָּ֑יִם,0.016521283101579968
1152,GEN 1:6,the,וִ,1.5465797087194255e-41
1153,GEN 1:6,the,יהִ֣י,2.713971668412661e-44
1154,GEN 1:6,the,מַבְדִּ֔יל,1.8598580385154085e-44
1155,GEN 1:6,the,בֵּ֥ין,0.49737700730276235
1156,GEN 1:6,the,מַ֖יִם,2.1136017173476277e-44
1157,GEN 1:6,the,לָ,0.3738917699113465
1158,GEN 1:6,the,מָֽיִם,2.3124820782251247e-44
1159,GEN 1:6,divide,וַ,1.54658685774318e-41
1160,GEN 1:6,divide,יֹּ֣אמֶר,1.54658685774318e-41
1161,GEN 1:6,divide,אֱלֹהִ֔ים,1.54658685774318e-41
1162,GEN 1:6,divide,יְהִ֥י,1.54658685774318e-41
1163,GEN 1:6,divide,רָקִ֖יעַ,1.54658685774318e-41
1164,GEN 1:6,divide,בְּ,1.54658685774318e-41
1165,GEN 1:6,divide,ת֣וֹךְ,1.54658685774318e-41
1166,GEN 1:6,divide,הַ,1.54658685774318e-41
1167,GEN 1:6,divide,מָּ֑יִם,1.54658685774318e-41
1168,GEN 1:6,divide,וִ,1.54658685774318e-41
1169,GEN 1:6,divide,יהִ֣י,1.54658685774318e-41
1170,GEN 1:6,divide,מַבְדִּ֔יל,0.4990717849080081
1171,GEN 1:6,divide,בֵּ֥ין,2.607516616979984e-40
1172,GEN 1:6,divide,מַ֖יִם,1.54658685774318e-41
1173,GEN 1:6,divide,לָ,1.54658685774318e-41
1174,GEN 1:6,divide,מָֽיִם,1.54658685774318e-41
1175,GEN 1:6,said,וַ,1.2110830278999093e-44
1176,GEN 1:6,said,יֹּ֣אמֶר,0.3544883609554379
1177,GEN 1:6,said,אֱלֹהִ֔ים,1.2110830278999093e-44
1178,GEN 1:6,said,יְהִ֥י,1.2607864197647514e-44
1179,GEN 1:6,said,רָקִ֖יעַ,2.98561390540376e-44
1180,GEN 1:6,said,בְּ,1.2318713270959249e-44
1181,GEN 1:6,said,ת֣וֹךְ,2.98561390540376e-44
1182,GEN 1:6,said,הַ,1.2110830278999093e-44
1183,GEN 1:6,said,מָּ֑יִם,1.5402794977810165e-41
1184,GEN 1:6,said,וִ,1.5465797087194255e-41
1185,GEN 1:6,said,יהִ֣י,2.713971668412661e-44
1186,GEN 1:6,said,מַבְדִּ֔יל,1.8598580385154085e-44
1187,GEN 1:6,said,בֵּ֥ין,1.407551598604343e-44
1188,GEN 1:6,said,מַ֖יִם,2.0698147520202409e-44
1189,GEN 1:6,said,לָ,1.2110830278999093e-44
1190,GEN 1:6,said,מָֽיִם,2.3124820782251247e-44
1191,GEN 1:7,god,וַ,0.5560436020393996
1192,GEN 1:7,god,יַּ֣עַשׂ,2.3775972047277766e-41
1193,GEN 1:7,god,אֱלֹהִים֮,3.0258102895763997e-44
1194,GEN 1:7,god,אֶת,4.05784568117692e-42
1195,GEN 1:7,god,הָ,2.737227999374284e-45
1196,GEN 1:7,god,רָקִיעַ֒,2.3775972047277766e-41
1197,GEN 1:7,god,וַ,0.5560436020393996
1198,GEN 1:7,god,יַּבְדֵּ֗ל,2.3775972047277766e-41
1199,GEN 1:7,god,בֵּ֤ין,2.3775972047277766e-41
1200,GEN 1:7,god,הַ,2.4274206584404642e-45
1201,GEN 1:7,god,מַּ֨יִם֙,2.3775972047277766e-41
1202,GEN 1:7,god,אֲשֶׁר֙,2.3775972047277766e-41
1203,GEN 1:7,god,מִ,3.0258102895763997e-44
1204,GEN 1:7,god,תַּ֣חַת,2.3775972047277766e-41
1205,GEN 1:7,god,לָ,3.5025641041379545e-45
1206,GEN 1:7,god,רָקִ֔יעַ,2.3775972047277766e-41
1207,GEN 1:7,god,וּ,1.3730474110517192e-44
1208,GEN 1:7,god,בֵ֣ין,2.3775972047277766e-41
1209,GEN 1:7,god,הַ,2.4274206584404642e-45
1210,GEN 1:7,god,מַּ֔יִם,2.3775972047277766e-41
1211,GEN 1:7,god,אֲשֶׁ֖ר,1.1884242813071151e-43
1212,GEN 1:7,god,מֵ,6.34083226410069e-44
1213,GEN 1:7,god,עַ֣ל,2.3775972047277766e-41
1214,GEN 1:7,god,לָ,3.5025641041379545e-45
1215,GEN 1:7,god,רָקִ֑יעַ,2.3775972047277766e-41
1216,GEN 1:7,god,וַֽ,2.3775972047277766e-41
1217,GEN 1:7,god,יְהִי,4.129324832687586e-45
1218,GEN 1:7,god,כֵֽן,3.0258102895763997e-44
1219,GEN 1:7,and,וַ,0.5276854587506671
1220,GEN 1:7,and,יַּ֣עַשׂ,0.010178459024797977
1221,GEN 1:7,and,אֱלֹהִים֮,3.0258102895763997e-44
1222,GEN 1:7,and,אֶת,1.3329406566237628e-12
1223,GEN 1:7,and,הָ,0.06220751003664019
1224,GEN 1:7,and,רָקִיעַ֒,2.3775972047277766e-41
1225,GEN 1:7,and,וַ,0.5276854587506671
1226,GEN 1:7,and,יַּבְדֵּ֗ל,2.3775972047277766e-41
1227,GEN 1:7,and,בֵּ֤ין,2.3775972047277766e-41
1228,GEN 1:7,and,הַ,1.6235816282880867e-45
1229,GEN 1:7,and,מַּ֨יִם֙,2.3775972047277766e-41
1230,GEN 1:7,and,אֲשֶׁר֙,2.3775972047277766e-41
1231,GEN 1:7,and,מִ,3.0258102895763997e-44
1232,GEN 1:7,and,תַּ֣חַת,2.3775972047277766e-41
1233,GEN 1:7,and,לָ,1.620568948158218e-42
1234,GEN 1:7,and,רָקִ֔יעַ,2.3775972047277766e-41
1235,GEN 1:7,and,וּ,1.3730474110517192e-44
1236,GEN 1:7,and,בֵ֣ין,2.3775972047277766e-41
1237,GEN 1:7,and,הַ,1.6235816282880867e-45
1238,GEN 1:7,and,מַּ֔יִם,2.3775972047277766e-41
1239,GEN 1:7,and,אֲשֶׁ֖ר,1.1884242813071151e-43
1240,GEN 1:7,and,מֵ,6.34083226410069e-44
1241,GEN 1:7,and,עַ֣ל,2.3775972047277766e-41
1242,GEN 1:7,and,לָ,1.620568948158218e-42
1243,GEN 1:7,and,רָקִ֑יעַ,2.3775972047277766e-41
1244,GEN 1:7,and,וַֽ,2.3775972047277766e-41
1245,GEN 1:7,and,יְהִי,0.05398760853789479
1246,GEN 1:7,and,כֵֽן,3.0258102895763997e-44
1247,GEN 1:7,it,וַ,1.0846836363097586e-44
1248,GEN 1:7,it,יַּ֣עַשׂ,2.3775972047277766e-41
1249,GEN 1:7,it,אֱלֹהִים֮,3.0258102895763997e-44
1250,GEN 1:7,it,אֶת,4.05784568117692e-42
1251,GEN 1:7,it,הָ,1.0846836363097586e-44
1252,GEN 1:7,it,רָקִיעַ֒,2.3775972047277766e-41
1253,GEN 1:7,it,וַ,1.0846836363097586e-44
1254,GEN 1:7,it,יַּבְדֵּ֗ל,2.3775972047277766e-41
1255,GEN 1:7,it,בֵּ֤ין,2.3775972047277766e-41
1256,GEN 1:7,it,הַ,1.0846836363097586e-44
1257,GEN 1:7,it,מַּ֨יִם֙,2.3775972047277766e-41
1258,GEN 1:7,it,אֲשֶׁר֙,2.3775972047277766e-41
1259,GEN 1:7,it,מִ,3.0258102895763997e-44
1260,GEN 1:7,it,תַּ֣חַת,2.3775972047277766e-41
1261,GEN 1:7,it,לָ,0.001243081711787977
1262,GEN 1:7,it,רָקִ֔יעַ,2.3775972047277766e-41
1263,GEN 1:7,it,וּ,1.3730474110517192e-44
1264,GEN 1:7,it,בֵ֣ין,2.3775972047277766e-41
1265,GEN 1:7,it,הַ,1.0846836363097586e-44
1266,GEN 1:7,it,מַּ֔יִם,2.3775972047277766e-41
1267,GEN 1:7,it,אֲשֶׁ֖ר,1.1884242813071151e-43
1268,GEN 1:7,it,מֵ,6.34083226410069e-44
1269,GEN 1:7,it,עַ֣ל,2.3775972047277766e-41
1270,GEN 1:7,it,לָ,0.001243081711787977
1271,GEN 1:7,it,רָקִ֑יעַ,2.3775972047277766e-41
1272,GEN 1:7,it,וַֽ,0.291573262921605
1273,GEN 1:7,it,יְהִי,1.0846836363097586e-44
1274,GEN 1:7,it,כֵֽן,3.0258102895763997e-44
1275,GEN 1:7,divided,וַ,2.3019182899659922e-38
1276,GEN 1:7,divided,יַּ֣עַשׂ,2.3775972047277766e-41
1277,GEN 1:7,divided,אֱלֹהִים֮,4.142354192664089e-43
1278,GEN 1:7,divided,אֶת,4.05784568117692e-42
1279,GEN 1:7,divided,הָ,0.19779536771005063
1280,GEN 1:7,divided,רָקִיעַ֒,2.3775972047277766e-41
1281,GEN 1:7,divided,וַ,2.3019182899659922e-38
1282,GEN 1:7,divided,יַּבְדֵּ֗ל,2.3775972047277766e-41
1283,GEN 1:7,divided,בֵּ֤ין,2.3775972047277766e-41
1284,GEN 1:7,divided,הַ,4.142354192664089e-43
1285,GEN 1:7,divided,מַּ֨יִם֙,2.3775972047277766e-41
1286,GEN 1:7,divided,אֲשֶׁר֙,2.3775972047277766e-41
1287,GEN 1:7,divided,מִ,4.142354192664089e-43
1288,GEN 1:7,divided,תַּ֣חַת,2.3775972047277766e-41
1289,GEN 1:7,divided,לָ,4.142354192664089e-43
1290,GEN 1:7,divided,רָקִ֔יעַ,2.3775972047277766e-41
1291,GEN 1:7,divided,וּ,4.142354192664089e-43
1292,GEN 1:7,divided,בֵ֣ין,2.3775972047277766e-41
1293,GEN 1:7,divided,הַ,4.142354192664089e-43
1294,GEN 1:7,divided,מַּ֔יִם,2.3775972047277766e-41
1295,GEN 1:7,divided,אֲשֶׁ֖ר,4.142354192664089e-43
1296,GEN 1:7,divided,מֵ,4.142354192664089e-43
1297,GEN 1:7,divided,עַ֣ל,2.3775972047277766e-41
1298,GEN 1:7,divided,לָ,4.142354192664089e-43
